"","State","StateFIPS","CountyFIPS","AreaName","Insurance Coverage"
"22631","OH",39,137,"Putnam County, Ohio",33921
"22632","OH",39,139,"Richland County, Ohio",115826
"22633","OH",39,141,"Ross County, Ohio",71564
"22634","OH",39,143,"Sandusky County, Ohio",59335
"22635","OH",39,145,"Scioto County, Ohio",75158
"22636","OH",39,147,"Seneca County, Ohio",54935
"22637","OH",39,149,"Shelby County, Ohio",48707
"22638","OH",39,151,"Stark County, Ohio",370175
"22639","OH",39,153,"Summit County, Ohio",536775
"22640","OH",39,155,"Trumbull County, Ohio",202696
"22641","OH",39,157,"Tuscarawas County, Ohio",91694
"22642","OH",39,159,"Union County, Ohio",50228
"22643","OH",39,161,"Van Wert County, Ohio",28295
"22644","OH",39,163,"Vinton County, Ohio",13161
"22645","OH",39,165,"Warren County, Ohio",213931
"22646","OH",39,167,"Washington County, Ohio",60682
"22647","OH",39,169,"Wayne County, Ohio",114292
"22648","OH",39,171,"Williams County, Ohio",36246
"22649","OH",39,173,"Wood County, Ohio",127646
"22650","OH",39,175,"Wyandot County, Ohio",22203
"23941","OK",40,1,"Adair County, Oklahoma",22137
"23942","OK",40,3,"Alfalfa County, Oklahoma",4722
"23943","OK",40,5,"Atoka County, Oklahoma",12472
"23944","OK",40,7,"Beaver County, Oklahoma",5451
"23945","OK",40,9,"Beckham County, Oklahoma",21633
"23946","OK",40,11,"Blaine County, Oklahoma",8081
"23947","OK",40,13,"Bryan County, Oklahoma",43563
"23948","OK",40,15,"Caddo County, Oklahoma",28250
"23949","OK",40,17,"Canadian County, Oklahoma",124317
"23950","OK",40,19,"Carter County, Oklahoma",47815
"23951","OK",40,21,"Cherokee County, Oklahoma",47520
"23952","OK",40,23,"Choctaw County, Oklahoma",14942
"23953","OK",40,25,"Cimarron County, Oklahoma",2318
"23954","OK",40,27,"Cleveland County, Oklahoma",263176
"23955","OK",40,29,"Coal County, Oklahoma",5746
"23956","OK",40,31,"Comanche County, Oklahoma",112215
"23957","OK",40,33,"Cotton County, Oklahoma",5990
"23958","OK",40,35,"Craig County, Oklahoma",14004
"23959","OK",40,37,"Creek County, Oklahoma",69960
"23960","OK",40,39,"Custer County, Oklahoma",28530
"23961","OK",40,41,"Delaware County, Oklahoma",41030
"23962","OK",40,43,"Dewey County, Oklahoma",4759
"23963","OK",40,45,"Ellis County, Oklahoma",4095
"23964","OK",40,47,"Garfield County, Oklahoma",60096
"23965","OK",40,49,"Garvin County, Oklahoma",27215
"23966","OK",40,51,"Grady County, Oklahoma",53037
"23967","OK",40,53,"Grant County, Oklahoma",4439
"23968","OK",40,55,"Greer County, Oklahoma",5041
"23969","OK",40,57,"Harmon County, Oklahoma",2760
"23970","OK",40,59,"Harper County, Oklahoma",3750
"23971","OK",40,61,"Haskell County, Oklahoma",12781
"23972","OK",40,63,"Hughes County, Oklahoma",12105
"23973","OK",40,65,"Jackson County, Oklahoma",24460
"23974","OK",40,67,"Jefferson County, Oklahoma",6189
"23975","OK",40,69,"Johnston County, Oklahoma",10902
"23976","OK",40,71,"Kay County, Oklahoma",44921
"23977","OK",40,73,"Kingfisher County, Oklahoma",15143
"23978","OK",40,75,"Kiowa County, Oklahoma",9103
"23979","OK",40,77,"Latimer County, Oklahoma",10566
"23980","OK",40,79,"Le Flore County, Oklahoma",48745
"23981","OK",40,81,"Lincoln County, Oklahoma",34103
"23982","OK",40,83,"Logan County, Oklahoma",44138
"23983","OK",40,85,"Love County, Oklahoma",9578
"23984","OK",40,87,"McClain County, Oklahoma",36235
"23985","OK",40,89,"McCurtain County, Oklahoma",32725
"23986","OK",40,91,"McIntosh County, Oklahoma",19972
"23987","OK",40,93,"Major County, Oklahoma",7636
"23988","OK",40,95,"Marshall County, Oklahoma",15782
"23989","OK",40,97,"Mayes County, Oklahoma",40570
"23990","OK",40,99,"Murray County, Oklahoma",13324
"23991","OK",40,101,"Muskogee County, Oklahoma",67393
"23992","OK",40,103,"Noble County, Oklahoma",11406
"23993","OK",40,105,"Nowata County, Oklahoma",10351
"23994","OK",40,107,"Okfuskee County, Oklahoma",11348
"23995","OK",40,109,"Oklahoma County, Oklahoma",742083
"23996","OK",40,111,"Okmulgee County, Oklahoma",38801
"23997","OK",40,113,"Osage County, Oklahoma",46626
"23998","OK",40,115,"Ottawa County, Oklahoma",31642
"23999","OK",40,117,"Pawnee County, Oklahoma",16343
"24000","OK",40,119,"Payne County, Oklahoma",78326
"24001","OK",40,121,"Pittsburg County, Oklahoma",43047
"24002","OK",40,123,"Pontotoc County, Oklahoma",37600
"24003","OK",40,125,"Pottawatomie County, Oklahoma",68859
"24004","OK",40,127,"Pushmataha County, Oklahoma",11097
"24005","OK",40,129,"Roger Mills County, Oklahoma",3757
"24006","OK",40,131,"Rogers County, Oklahoma",88221
"24007","OK",40,133,"Seminole County, Oklahoma",25041
"24008","OK",40,135,"Sequoyah County, Oklahoma",41092
"24009","OK",40,137,"Stephens County, Oklahoma",44204
"24010","OK",40,139,"Texas County, Oklahoma",21458
"24011","OK",40,141,"Tillman County, Oklahoma",7350
"24012","OK",40,143,"Tulsa County, Oklahoma",618184
"24013","OK",40,145,"Wagoner County, Oklahoma",75082
"24014","OK",40,147,"Washington County, Oklahoma",51358
"24015","OK",40,149,"Washita County, Oklahoma",11426
"24016","OK",40,151,"Woods County, Oklahoma",8321
"24017","OK",40,153,"Woodward County, Oklahoma",19966
"24800","OR",41,1,"Baker County, Oregon",15537
"24801","OR",41,3,"Benton County, Oregon",86245
"24802","OR",41,5,"Clackamas County, Oregon",387875
"24803","OR",41,7,"Clatsop County, Oregon",36606
"24804","OR",41,9,"Columbia County, Oregon",49067
"24805","OR",41,11,"Coos County, Oregon",61828
"24806","OR",41,13,"Crook County, Oregon",20874
"24807","OR",41,15,"Curry County, Oregon",22194
"24808","OR",41,17,"Deschutes County, Oregon",165943
"24809","OR",41,19,"Douglas County, Oregon",106547
"24810","OR",41,21,"Gilliam County, Oregon",1870
"24811","OR",41,23,"Grant County, Oregon",7142
"24812","OR",41,25,"Harney County, Oregon",7123
"24813","OR",41,27,"Hood River County, Oregon",22668
"24814","OR",41,29,"Jackson County, Oregon",207284
"24815","OR",41,31,"Jefferson County, Oregon",21300
"24816","OR",41,33,"Josephine County, Oregon",82741
"24817","OR",41,35,"Klamath County, Oregon",65452
"24818","OR",41,37,"Lake County, Oregon",7361
"24819","OR",41,39,"Lane County, Oregon",355540
"24820","OR",41,41,"Lincoln County, Oregon",46066
"24821","OR",41,43,"Linn County, Oregon",118233
"24822","OR",41,45,"Malheur County, Oregon",27201
"24823","OR",41,47,"Marion County, Oregon",317324
"24824","OR",41,49,"Morrow County, Oregon",11196
"24825","OR",41,51,"Multnomah County, Oregon",763208
"24826","OR",41,53,"Polk County, Oregon",76884
"24827","OR",41,55,"Sherman County, Oregon",1795
"24828","OR",41,57,"Tillamook County, Oregon",24767
"24829","OR",41,59,"Umatilla County, Oregon",72571
"24830","OR",41,61,"Union County, Oregon",25457
"24831","OR",41,63,"Wallowa County, Oregon",6763
"24832","OR",41,65,"Wasco County, Oregon",25061
"24833","OR",41,67,"Washington County, Oregon",552724
"24834","OR",41,69,"Wheeler County, Oregon",1339
"24835","OR",41,71,"Yamhill County, Oregon",98985
"25250","PA",42,1,"Adams County, Pennsylvania",100449
"25251","PA",42,3,"Allegheny County, Pennsylvania",1217037
"25252","PA",42,5,"Armstrong County, Pennsylvania",67441
"25253","PA",42,7,"Beaver County, Pennsylvania",168481
"25254","PA",42,9,"Bedford County, Pennsylvania",48542
"25255","PA",42,11,"Berks County, Pennsylvania",409151
"25256","PA",42,13,"Blair County, Pennsylvania",124863
"25257","PA",42,15,"Bradford County, Pennsylvania",61608
"25258","PA",42,17,"Bucks County, Pennsylvania",620447
"25259","PA",42,19,"Butler County, Pennsylvania",183650
"25260","PA",42,21,"Cambria County, Pennsylvania",134825
"25261","PA",42,23,"Cameron County, Pennsylvania",4824
"25262","PA",42,25,"Carbon County, Pennsylvania",63824
"25263","PA",42,27,"Centre County, Pennsylvania",154387
"25264","PA",42,29,"Chester County, Pennsylvania",504927
"25265","PA",42,31,"Clarion County, Pennsylvania",39031
"25266","PA",42,33,"Clearfield County, Pennsylvania",75991
"25267","PA",42,35,"Clinton County, Pennsylvania",39007
"25268","PA",42,37,"Columbia County, Pennsylvania",66142
"25269","PA",42,39,"Crawford County, Pennsylvania",85757
"25270","PA",42,41,"Cumberland County, Pennsylvania",235088
"25271","PA",42,43,"Dauphin County, Pennsylvania",267726
"25272","PA",42,45,"Delaware County, Pennsylvania",554295
"25273","PA",42,47,"Elk County, Pennsylvania",31047
"25274","PA",42,49,"Erie County, Pennsylvania",274610
"25275","PA",42,51,"Fayette County, Pennsylvania",131487
"25276","PA",42,53,"Forest County, Pennsylvania",3669
"25277","PA",42,55,"Franklin County, Pennsylvania",150972
"25278","PA",42,57,"Fulton County, Pennsylvania",14650
"25279","PA",42,59,"Greene County, Pennsylvania",34534
"25280","PA",42,61,"Huntingdon County, Pennsylvania",42051
"25281","PA",42,63,"Indiana County, Pennsylvania",86342
"25282","PA",42,65,"Jefferson County, Pennsylvania",44211
"25283","PA",42,67,"Juniata County, Pennsylvania",24561
"25284","PA",42,69,"Lackawanna County, Pennsylvania",209690
"25285","PA",42,71,"Lancaster County, Pennsylvania",523210
"25286","PA",42,73,"Lawrence County, Pennsylvania",88121
"25287","PA",42,75,"Lebanon County, Pennsylvania",134099
"25288","PA",42,77,"Lehigh County, Pennsylvania",351921
"25289","PA",42,79,"Luzerne County, Pennsylvania",312373
"25290","PA",42,81,"Lycoming County, Pennsylvania",113522
"25291","PA",42,83,"McKean County, Pennsylvania",40779
"25292","PA",42,85,"Mercer County, Pennsylvania",111383
"25293","PA",42,87,"Mifflin County, Pennsylvania",46117
"25294","PA",42,89,"Monroe County, Pennsylvania",166883
"25295","PA",42,91,"Montgomery County, Pennsylvania",799584
"25296","PA",42,93,"Montour County, Pennsylvania",17899
"25297","PA",42,95,"Northampton County, Pennsylvania",296646
"25298","PA",42,97,"Northumberland County, Pennsylvania",89465
"25299","PA",42,99,"Perry County, Pennsylvania",45172
"25300","PA",42,101,"Philadelphia County, Pennsylvania",1540765
"25301","PA",42,103,"Pike County, Pennsylvania",56218
"25302","PA",42,105,"Potter County, Pennsylvania",17146
"25303","PA",42,107,"Schuylkill County, Pennsylvania",139640
"25304","PA",42,109,"Snyder County, Pennsylvania",39724
"25305","PA",42,111,"Somerset County, Pennsylvania",71889
"25306","PA",42,113,"Sullivan County, Pennsylvania",6191
"25307","PA",42,115,"Susquehanna County, Pennsylvania",42064
"25308","PA",42,117,"Tioga County, Pennsylvania",41871
"25309","PA",42,119,"Union County, Pennsylvania",39395
"25310","PA",42,121,"Venango County, Pennsylvania",53146
"25311","PA",42,123,"Warren County, Pennsylvania",40254
"25312","PA",42,125,"Washington County, Pennsylvania",206574
"25313","PA",42,127,"Wayne County, Pennsylvania",48062
"25314","PA",42,129,"Westmoreland County, Pennsylvania",356931
"25315","PA",42,131,"Wyoming County, Pennsylvania",27903
"25316","PA",42,133,"York County, Pennsylvania",434824
"27145","PR",72,1,"Adjuntas Municipio, Puerto Rico",18917
"27146","PR",72,3,"Aguada Municipio, Puerto Rico",40566
"27147","PR",72,5,"Aguadilla Municipio, Puerto Rico",56461
"27148","PR",72,7,"Aguas Buenas Municipio, Puerto Rico",27611
"27149","PR",72,9,"Aibonito Municipio, Puerto Rico",24819
"27150","PR",72,11,"Añasco Municipio, Puerto Rico",28507
"27151","PR",72,13,"Arecibo Municipio, Puerto Rico",91222
"27152","PR",72,15,"Arroyo Municipio, Puerto Rico",19007
"27153","PR",72,17,"Barceloneta Municipio, Puerto Rico",24744
"27154","PR",72,19,"Barranquitas Municipio, Puerto Rico",29730
"27155","PR",72,21,"Bayamón Municipio, Puerto Rico",191952
"27156","PR",72,23,"Cabo Rojo Municipio, Puerto Rico",50282
"27157","PR",72,25,"Caguas Municipio, Puerto Rico",137787
"27158","PR",72,27,"Camuy Municipio, Puerto Rico",33924
"27159","PR",72,29,"Canóvanas Municipio, Puerto Rico",47370
"27160","PR",72,31,"Carolina Municipio, Puerto Rico",167482
"27161","PR",72,33,"Cataño Municipio, Puerto Rico",26680
"27162","PR",72,35,"Cayey Municipio, Puerto Rico",46608
"27163","PR",72,37,"Ceiba Municipio, Puerto Rico",12807
"27164","PR",72,39,"Ciales Municipio, Puerto Rico",17912
"27165","PR",72,41,"Cidra Municipio, Puerto Rico",42152
"27166","PR",72,43,"Coamo Municipio, Puerto Rico",40220
"27167","PR",72,45,"Comerío Municipio, Puerto Rico",20339
"27168","PR",72,47,"Corozal Municipio, Puerto Rico",35755
"27169","PR",72,49,"Culebra Municipio, Puerto Rico",1557
"27170","PR",72,51,"Dorado Municipio, Puerto Rico",38052
"27171","PR",72,53,"Fajardo Municipio, Puerto Rico",34481
"27172","PR",72,54,"Florida Municipio, Puerto Rico",12395
"27173","PR",72,55,"Guánica Municipio, Puerto Rico",18200
"27174","PR",72,57,"Guayama Municipio, Puerto Rico",41702
"27175","PR",72,59,"Guayanilla Municipio, Puerto Rico",20394
"27176","PR",72,61,"Guaynabo Municipio, Puerto Rico",93634
"27177","PR",72,63,"Gurabo Municipio, Puerto Rico",46569
"27178","PR",72,65,"Hatillo Municipio, Puerto Rico",41545
"27179","PR",72,67,"Hormigueros Municipio, Puerto Rico",16719
"27180","PR",72,69,"Humacao Municipio, Puerto Rico",55915
"27181","PR",72,71,"Isabela Municipio, Puerto Rico",44216
"27182","PR",72,73,"Jayuya Municipio, Puerto Rico",15702
"27183","PR",72,75,"Juana Díaz Municipio, Puerto Rico",48829
"27184","PR",72,77,"Juncos Municipio, Puerto Rico",40049
"27185","PR",72,79,"Lajas Municipio, Puerto Rico",24685
"27186","PR",72,81,"Lares Municipio, Puerto Rico",28515
"27187","PR",72,83,"Las Marías Municipio, Puerto Rico",9237
"27188","PR",72,85,"Las Piedras Municipio, Puerto Rico",38539
"27189","PR",72,87,"Loíza Municipio, Puerto Rico",28429
"27190","PR",72,89,"Luquillo Municipio, Puerto Rico",19414
"27191","PR",72,91,"Manatí Municipio, Puerto Rico",41741
"27192","PR",72,93,"Maricao Municipio, Puerto Rico",6315
"27193","PR",72,95,"Maunabo Municipio, Puerto Rico",11696
"27194","PR",72,97,"Mayagüez Municipio, Puerto Rico",82759
"27195","PR",72,99,"Moca Municipio, Puerto Rico",38600
"27196","PR",72,101,"Morovis Municipio, Puerto Rico",32278
"27197","PR",72,103,"Naguabo Municipio, Puerto Rico",26769
"27198","PR",72,105,"Naranjito Municipio, Puerto Rico",29698
"27199","PR",72,107,"Orocovis Municipio, Puerto Rico",22490
"27200","PR",72,109,"Patillas Municipio, Puerto Rico",18441
"27201","PR",72,111,"Peñuelas Municipio, Puerto Rico",22734
"27202","PR",72,113,"Ponce Municipio, Puerto Rico",153432
"27203","PR",72,115,"Quebradillas Municipio, Puerto Rico",25199
"27204","PR",72,117,"Rincón Municipio, Puerto Rico",14804
"27205","PR",72,119,"Río Grande Municipio, Puerto Rico",52084
"27206","PR",72,121,"Sabana Grande Municipio, Puerto Rico",24201
"27207","PR",72,123,"Salinas Municipio, Puerto Rico",29906
"27208","PR",72,125,"San Germán Municipio, Puerto Rico",34038
"27209","PR",72,127,"San Juan Municipio, Puerto Rico",367929
"27210","PR",72,129,"San Lorenzo Municipio, Puerto Rico",39713
"27211","PR",72,131,"San Sebastián Municipio, Puerto Rico",40361
"27212","PR",72,133,"Santa Isabel Municipio, Puerto Rico",22890
"27213","PR",72,135,"Toa Alta Municipio, Puerto Rico",74526
"27214","PR",72,137,"Toa Baja Municipio, Puerto Rico",85054
"27215","PR",72,139,"Trujillo Alto Municipio, Puerto Rico",71596
"27216","PR",72,141,"Utuado Municipio, Puerto Rico",31454
"27217","PR",72,143,"Vega Alta Municipio, Puerto Rico",38556
"27218","PR",72,145,"Vega Baja Municipio, Puerto Rico",56683
"27219","PR",72,147,"Vieques Municipio, Puerto Rico",9130
"27220","PR",72,149,"Villalba Municipio, Puerto Rico",24480
"27221","PR",72,151,"Yabucoa Municipio, Puerto Rico",36199
"27222","PR",72,153,"Yauco Municipio, Puerto Rico",39211
"27496","RI",44,1,"Bristol County, Rhode Island",48507
"27497","RI",44,3,"Kent County, Rhode Island",163548
"27498","RI",44,5,"Newport County, Rhode Island",79904
"27499","RI",44,7,"Providence County, Rhode Island",620609
"27500","RI",44,9,"Washington County, Rhode Island",125362
"27552","SC",45,1,"Abbeville County, South Carolina",24801
"27553","SC",45,3,"Aiken County, South Carolina",162139
"27554","SC",45,5,"Allendale County, South Carolina",8757
"27555","SC",45,7,"Anderson County, South Carolina",189921
"27556","SC",45,9,"Bamberg County, South Carolina",15271
"27557","SC",45,11,"Barnwell County, South Carolina",21806
"27558","SC",45,13,"Beaufort County, South Carolina",163892
"27559","SC",45,15,"Berkeley County, South Carolina",188037
"27560","SC",45,17,"Calhoun County, South Carolina",14838
"27561","SC",45,19,"Charleston County, South Carolina",365883
"27562","SC",45,21,"Cherokee County, South Carolina",55514
"27563","SC",45,23,"Chester County, South Carolina",32349
"27564","SC",45,25,"Chesterfield County, South Carolina",45727
"27565","SC",45,27,"Clarendon County, South Carolina",32587
"27566","SC",45,29,"Colleton County, South Carolina",37414
"27567","SC",45,31,"Darlington County, South Carolina",67166
"27568","SC",45,33,"Dillon County, South Carolina",31060
"27569","SC",45,35,"Dorchester County, South Carolina",142852
"27570","SC",45,37,"Edgefield County, South Carolina",23791
"27571","SC",45,39,"Fairfield County, South Carolina",22777
"27572","SC",45,41,"Florence County, South Carolina",136742
"27573","SC",45,43,"Georgetown County, South Carolina",59938
"27574","SC",45,45,"Greenville County, South Carolina",470429
"27575","SC",45,47,"Greenwood County, South Carolina",68496
"27576","SC",45,49,"Hampton County, South Carolina",19094
"27577","SC",45,51,"Horry County, South Carolina",289466
"27578","SC",45,53,"Jasper County, South Carolina",25872
"27579","SC",45,55,"Kershaw County, South Carolina",62171
"27580","SC",45,57,"Lancaster County, South Carolina",79423
"27581","SC",45,59,"Laurens County, South Carolina",65194
"27582","SC",45,61,"Lee County, South Carolina",16853
"27583","SC",45,63,"Lexington County, South Carolina",270767
"27584","SC",45,65,"McCormick County, South Carolina",8621
"27585","SC",45,67,"Marion County, South Carolina",31964
"27586","SC",45,69,"Marlboro County, South Carolina",24891
"27587","SC",45,71,"Newberry County, South Carolina",37183
"27588","SC",45,73,"Oconee County, South Carolina",74384
"27589","SC",45,75,"Orangeburg County, South Carolina",89850
"27590","SC",45,77,"Pickens County, South Carolina",119389
"27591","SC",45,79,"Richland County, South Carolina",373652
"27592","SC",45,81,"Saluda County, South Carolina",19822
"27593","SC",45,83,"Spartanburg County, South Carolina",287075
"27594","SC",45,85,"Sumter County, South Carolina",103948
"27595","SC",45,87,"Union County, South Carolina",27652
"27596","SC",45,89,"Williamsburg County, South Carolina",31411
"27597","SC",45,91,"York County, South Carolina",238627
"28030","SD",46,3,"Aurora County, South Dakota",2611
"28031","SD",46,5,"Beadle County, South Dakota",17861
"28032","SD",46,7,"Bennett County, South Dakota",3398
"28033","SD",46,9,"Bon Homme County, South Dakota",5582
"28034","SD",46,11,"Brookings County, South Dakota",32914
"28035","SD",46,13,"Brown County, South Dakota",37510
"28036","SD",46,15,"Brule County, South Dakota",5190
"28037","SD",46,17,"Buffalo County, South Dakota",2038
"28038","SD",46,19,"Butte County, South Dakota",10160
"28039","SD",46,21,"Campbell County, South Dakota",1548
"28040","SD",46,23,"Charles Mix County, South Dakota",9006
"28041","SD",46,25,"Clark County, South Dakota",3561
"28042","SD",46,27,"Clay County, South Dakota",13803
"28043","SD",46,29,"Codington County, South Dakota",27448
"28044","SD",46,31,"Corson County, South Dakota",4149
"28045","SD",46,33,"Custer County, South Dakota",8088
"28046","SD",46,35,"Davison County, South Dakota",19408
"28047","SD",46,37,"Day County, South Dakota",5458
"28048","SD",46,39,"Deuel County, South Dakota",4273
"28049","SD",46,41,"Dewey County, South Dakota",5534
"28050","SD",46,43,"Douglas County, South Dakota",2877
"28051","SD",46,45,"Edmunds County, South Dakota",3897
"28052","SD",46,47,"Fall River County, South Dakota",6703
"28053","SD",46,49,"Faulk County, South Dakota",2304
"28054","SD",46,51,"Grant County, South Dakota",7180
"28055","SD",46,53,"Gregory County, South Dakota",4176
"28056","SD",46,55,"Haakon County, South Dakota",2044
"28057","SD",46,57,"Hamlin County, South Dakota",5841
"28058","SD",46,59,"Hand County, South Dakota",3320
"28059","SD",46,61,"Hanson County, South Dakota",3383
"28060","SD",46,63,"Harding County, South Dakota",1305
"28061","SD",46,65,"Hughes County, South Dakota",16493
"28062","SD",46,67,"Hutchinson County, South Dakota",6983
"28063","SD",46,69,"Hyde County, South Dakota",1376
"28064","SD",46,71,"Jackson County, South Dakota",3194
"28065","SD",46,73,"Jerauld County, South Dakota",1990
"28066","SD",46,75,"Jones County, South Dakota",781
"28067","SD",46,77,"Kingsbury County, South Dakota",5019
"28068","SD",46,79,"Lake County, South Dakota",11936
"28069","SD",46,81,"Lawrence County, South Dakota",24398
"28070","SD",46,83,"Lincoln County, South Dakota",49595
"28071","SD",46,85,"Lyman County, South Dakota",3815
"28072","SD",46,87,"McCook County, South Dakota",5464
"28073","SD",46,89,"McPherson County, South Dakota",2175
"28074","SD",46,91,"Marshall County, South Dakota",4636
"28075","SD",46,93,"Meade County, South Dakota",25065
"28076","SD",46,95,"Mellette County, South Dakota",2052
"28077","SD",46,97,"Miner County, South Dakota",2264
"28078","SD",46,99,"Minnehaha County, South Dakota",176195
"28079","SD",46,101,"Moody County, South Dakota",6383
"28080","SD",46,102,"Oglala Lakota County, South Dakota",14133
"28081","SD",46,103,"Pennington County, South Dakota",103140
"28082","SD",46,105,"Perkins County, South Dakota",2936
"28083","SD",46,107,"Potter County, South Dakota",2231
"28084","SD",46,109,"Roberts County, South Dakota",10120
"28085","SD",46,111,"Sanborn County, South Dakota",2285
"28086","SD",46,115,"Spink County, South Dakota",6420
"28087","SD",46,117,"Stanley County, South Dakota",2962
"28088","SD",46,119,"Sully County, South Dakota",1469
"28089","SD",46,121,"Todd County, South Dakota",9903
"28090","SD",46,123,"Tripp County, South Dakota",5360
"28091","SD",46,125,"Turner County, South Dakota",8145
"28092","SD",46,127,"Union County, South Dakota",14722
"28093","SD",46,129,"Walworth County, South Dakota",5317
"28094","SD",46,135,"Yankton County, South Dakota",21146
"28095","SD",46,137,"Ziebach County, South Dakota",2833
"28512","TN",47,1,"Anderson County, Tennessee",74596
"28513","TN",47,3,"Bedford County, Tennessee",45593
"28514","TN",47,5,"Benton County, Tennessee",16100
"28515","TN",47,7,"Bledsoe County, Tennessee",12463
"28516","TN",47,9,"Blount County, Tennessee",124016
"28517","TN",47,11,"Bradley County, Tennessee",101133
"28518","TN",47,13,"Campbell County, Tennessee",39650
"28519","TN",47,15,"Cannon County, Tennessee",13619
"28520","TN",47,17,"Carroll County, Tennessee",27872
"28521","TN",47,19,"Carter County, Tennessee",55874
"28522","TN",47,21,"Cheatham County, Tennessee",39103
"28523","TN",47,23,"Chester County, Tennessee",17248
"28524","TN",47,25,"Claiborne County, Tennessee",31218
"28525","TN",47,27,"Clay County, Tennessee",7687
"28526","TN",47,29,"Cocke County, Tennessee",35031
"28527","TN",47,31,"Coffee County, Tennessee",52868
"28528","TN",47,33,"Crockett County, Tennessee",14387
"28529","TN",47,35,"Cumberland County, Tennessee",56807
"28530","TN",47,37,"Davidson County, Tennessee",650581
"28531","TN",47,39,"Decatur County, Tennessee",11459
"28532","TN",47,41,"DeKalb County, Tennessee",18791
"28533","TN",47,43,"Dickson County, Tennessee",49955
"28534","TN",47,45,"Dyer County, Tennessee",37515
"28535","TN",47,47,"Fayette County, Tennessee",38379
"28536","TN",47,49,"Fentress County, Tennessee",17696
"28537","TN",47,51,"Franklin County, Tennessee",40788
"28538","TN",47,53,"Gibson County, Tennessee",48521
"28539","TN",47,55,"Giles County, Tennessee",28560
"28540","TN",47,57,"Grainger County, Tennessee",22590
"28541","TN",47,59,"Greene County, Tennessee",67397
"28542","TN",47,61,"Grundy County, Tennessee",13338
"28543","TN",47,63,"Hamblen County, Tennessee",62258
"28544","TN",47,65,"Hamilton County, Tennessee",344364
"28545","TN",47,67,"Hancock County, Tennessee",6479
"28546","TN",47,69,"Hardeman County, Tennessee",22802
"28547","TN",47,71,"Hardin County, Tennessee",25508
"28548","TN",47,73,"Hawkins County, Tennessee",56027
"28549","TN",47,75,"Haywood County, Tennessee",18015
"28550","TN",47,77,"Henderson County, Tennessee",27739
"28551","TN",47,79,"Henry County, Tennessee",31727
"28552","TN",47,81,"Hickman County, Tennessee",22813
"28553","TN",47,83,"Houston County, Tennessee",8097
"28554","TN",47,85,"Humphreys County, Tennessee",18027
"28555","TN",47,87,"Jackson County, Tennessee",11318
"28556","TN",47,89,"Jefferson County, Tennessee",51725
"28557","TN",47,91,"Johnson County, Tennessee",16192
"28558","TN",47,93,"Knox County, Tennessee",440820
"28559","TN",47,95,"Lake County, Tennessee",4981
"28560","TN",47,97,"Lauderdale County, Tennessee",24557
"28561","TN",47,99,"Lawrence County, Tennessee",41783
"28562","TN",47,101,"Lewis County, Tennessee",11710
"28563","TN",47,103,"Lincoln County, Tennessee",33176
"28564","TN",47,105,"Loudon County, Tennessee",49828
"28565","TN",47,107,"McMinn County, Tennessee",51683
"28566","TN",47,109,"McNairy County, Tennessee",25751
"28567","TN",47,111,"Macon County, Tennessee",22441
"28568","TN",47,113,"Madison County, Tennessee",97034
"28569","TN",47,115,"Marion County, Tennessee",27991
"28570","TN",47,117,"Marshall County, Tennessee",30836
"28571","TN",47,119,"Maury County, Tennessee",82911
"28572","TN",47,121,"Meigs County, Tennessee",11575
"28573","TN",47,123,"Monroe County, Tennessee",44782
"28574","TN",47,125,"Montgomery County, Tennessee",172586
"28575","TN",47,127,"Moore County, Tennessee",6257
"28576","TN",47,129,"Morgan County, Tennessee",18563
"28577","TN",47,131,"Obion County, Tennessee",30710
"28578","TN",47,133,"Overton County, Tennessee",21805
"28579","TN",47,135,"Perry County, Tennessee",7731
"28580","TN",47,137,"Pickett County, Tennessee",5005
"28581","TN",47,139,"Polk County, Tennessee",16450
"28582","TN",47,141,"Putnam County, Tennessee",73034
"28583","TN",47,143,"Rhea County, Tennessee",32021
"28584","TN",47,145,"Roane County, Tennessee",52611
"28585","TN",47,147,"Robertson County, Tennessee",66647
"28586","TN",47,149,"Rutherford County, Tennessee",280190
"28587","TN",47,151,"Scott County, Tennessee",21736
"28588","TN",47,153,"Sequatchie County, Tennessee",14371
"28589","TN",47,155,"Sevier County, Tennessee",92740
"28590","TN",47,157,"Shelby County, Tennessee",925427
"28591","TN",47,159,"Smith County, Tennessee",18891
"28592","TN",47,161,"Stewart County, Tennessee",13096
"28593","TN",47,163,"Sullivan County, Tennessee",155057
"28594","TN",47,165,"Sumner County, Tennessee",168087
"28595","TN",47,167,"Tipton County, Tennessee",60770
"28596","TN",47,169,"Trousdale County, Tennessee",7742
"28597","TN",47,171,"Unicoi County, Tennessee",17734
"28598","TN",47,173,"Union County, Tennessee",18935
"28599","TN",47,175,"Van Buren County, Tennessee",5495
"28600","TN",47,177,"Warren County, Tennessee",39483
"28601","TN",47,179,"Washington County, Tennessee",123533
"28602","TN",47,181,"Wayne County, Tennessee",14789
"28603","TN",47,183,"Weakley County, Tennessee",33955
"28604","TN",47,185,"White County, Tennessee",25845
"28605","TN",47,187,"Williamson County, Tennessee",198893
"28606","TN",47,189,"Wilson County, Tennessee",121457
"29083","TX",48,1,"Anderson County, Texas",44901
"29084","TX",48,3,"Andrews County, Texas",16683
"29085","TX",48,5,"Angelina County, Texas",85572
"29086","TX",48,7,"Aransas County, Texas",23866
