"","State","StateFIPS","CountyFIPS","AreaName","Total Population","Total Male","Total Female","Median Age","Median Age_Male","Median Age_Female"
"11505","KY",21,73,"Franklin County, Kentucky",49778,24271,25507,"40.7","40.0","41.8"
"11506","KY",21,75,"Fulton County, Kentucky",6422,3169,3253,"42.8","39.3","45.7"
"11507","KY",21,77,"Gallatin County, Kentucky",8567,4289,4278,"37.8","38.3","36.6"
"11508","KY",21,79,"Garrard County, Kentucky",16976,8332,8644,"41.8","41.2","42.9"
"11509","KY",21,81,"Grant County, Kentucky",24670,12239,12431,"36.7","35.3","37.7"
"11510","KY",21,83,"Graves County, Kentucky",37502,18263,19239,"40.3","39.2","41.0"
"11511","KY",21,85,"Grayson County, Kentucky",26001,12950,13051,"39.7","39.2","40.4"
"11512","KY",21,87,"Green County, Kentucky",11149,5455,5694,"44.2","43.1","45.9"
"11513","KY",21,89,"Greenup County, Kentucky",36477,17709,18768,"42.9","41.5","44.2"
"11514","KY",21,91,"Hancock County, Kentucky",8669,4448,4221,"41.6","39.7","42.3"
"11515","KY",21,93,"Hardin County, Kentucky",107529,53651,53878,"35.7","34.0","37.7"
"11516","KY",21,95,"Harlan County, Kentucky",28400,13877,14523,"41.0","39.6","42.2"
"11517","KY",21,97,"Harrison County, Kentucky",18648,9105,9543,"41.9","40.2","42.7"
"11518","KY",21,99,"Hart County, Kentucky",18441,9109,9332,"40.9","40.3","41.7"
"11519","KY",21,101,"Henderson County, Kentucky",46396,22456,23940,"40.1","39.0","41.2"
"11520","KY",21,103,"Henry County, Kentucky",15455,7698,7757,"41.3","39.5","42.9"
"11521","KY",21,105,"Hickman County, Kentucky",4720,2245,2475,"47.7","47.3","47.8"
"11522","KY",21,107,"Hopkins County, Kentucky",46518,22603,23915,"40.8","39.3","42.2"
"11523","KY",21,109,"Jackson County, Kentucky",13357,6650,6707,"39.8","39.2","40.5"
"11524","KY",21,111,"Jefferson County, Kentucky",755809,364719,391090,"37.9","36.4","39.7"
"11525","KY",21,113,"Jessamine County, Kentucky",50328,24638,25690,"37.4","35.8","38.1"
"11526","KY",21,115,"Johnson County, Kentucky",23350,11406,11944,"40.9","40.5","41.6"
"11527","KY",21,117,"Kenton County, Kentucky",163007,80417,82590,"36.4","35.6","37.4"
"11528","KY",21,119,"Knott County, Kentucky",16000,7942,8058,"40.8","40.3","41.0"
"11529","KY",21,121,"Knox County, Kentucky",31809,15487,16322,"39.2","37.8","40.7"
"11530","KY",21,123,"Larue County, Kentucky",14149,6949,7200,"40.6","39.5","42.7"
"11531","KY",21,125,"Laurel County, Kentucky",59751,29281,30470,"38.5","37.8","39.4"
"11532","KY",21,127,"Lawrence County, Kentucky",15821,7836,7985,"40.3","39.0","41.3"
"11533","KY",21,129,"Lee County, Kentucky",7119,3752,3367,"41.9","39.9","45.1"
"11534","KY",21,131,"Leslie County, Kentucky",10997,5428,5569,"42.0","40.6","42.8"
"11535","KY",21,133,"Letcher County, Kentucky",23671,11632,12039,"41.6","41.0","42.8"
"11536","KY",21,135,"Lewis County, Kentucky",13790,6899,6891,"40.8","40.5","41.0"
"11537","KY",21,137,"Lincoln County, Kentucky",24498,11827,12671,"40.3","39.1","41.9"
"11538","KY",21,139,"Livingston County, Kentucky",9394,4636,4758,"45.9","45.6","46.2"
"11539","KY",21,141,"Logan County, Kentucky",26851,13283,13568,"40.5","39.0","41.8"
"11540","KY",21,143,"Lyon County, Kentucky",8402,4588,3814,"49.0","45.5","52.2"
"11541","KY",21,145,"McCracken County, Kentucky",65408,31320,34088,"42.5","41.2","43.7"
"11542","KY",21,147,"McCreary County, Kentucky",18001,9863,8138,"38.8","37.2","40.4"
"11543","KY",21,149,"McLean County, Kentucky",9500,4699,4801,"41.8","40.1","43.0"
"11544","KY",21,151,"Madison County, Kentucky",85838,41648,44190,"33.9","33.2","34.8"
"11545","KY",21,153,"Magoffin County, Kentucky",12979,6515,6464,"41.0","39.9","41.7"
"11546","KY",21,155,"Marion County, Kentucky",19717,9994,9723,"38.8","38.0","39.6"
"11547","KY",21,157,"Marshall County, Kentucky",31181,15341,15840,"44.9","43.7","46.1"
"11548","KY",21,159,"Martin County, Kentucky",12631,7020,5611,"38.1","35.6","41.8"
"11549","KY",21,161,"Mason County, Kentucky",17296,8471,8825,"41.1","39.3","42.6"
"11550","KY",21,163,"Meade County, Kentucky",29098,14672,14426,"36.7","36.9","36.5"
"11551","KY",21,165,"Menifee County, Kentucky",6343,3279,3064,"41.6","40.6","42.8"
"11552","KY",21,167,"Mercer County, Kentucky",21342,10537,10805,"42.6","40.7","44.7"
"11553","KY",21,169,"Metcalfe County, Kentucky",9985,4942,5043,"43.4","42.2","44.0"
"11554","KY",21,171,"Monroe County, Kentucky",10765,5344,5421,"42.7","40.2","44.3"
"11555","KY",21,173,"Montgomery County, Kentucky",27167,13368,13799,"38.8","36.7","41.1"
"11556","KY",21,175,"Morgan County, Kentucky",13428,7477,5951,"40.7","39.4","42.9"
"11557","KY",21,177,"Muhlenberg County, Kentucky",31309,15881,15428,"41.5","39.5","43.1"
"11558","KY",21,179,"Nelson County, Kentucky",44564,22027,22537,"37.9","36.4","39.5"
"11559","KY",21,181,"Nicholas County, Kentucky",7075,3448,3627,"41.8","39.9","43.3"
"11560","KY",21,183,"Ohio County, Kentucky",24065,11989,12076,"40.2","38.3","41.3"
"11561","KY",21,185,"Oldham County, Kentucky",63037,33307,29730,"39.6","39.2","39.9"
"11562","KY",21,187,"Owen County, Kentucky",10711,5258,5453,"41.7","41.6","41.8"
"11563","KY",21,189,"Owsley County, Kentucky",4616,2156,2460,"43.0","42.6","43.9"
"11564","KY",21,191,"Pendleton County, Kentucky",14514,7237,7277,"41.5","40.7","42.2"
"11565","KY",21,193,"Perry County, Kentucky",28041,13848,14193,"41.4","40.2","41.8"
"11566","KY",21,195,"Pike County, Kentucky",63434,31019,32415,"41.1","40.1","42.3"
"11567","KY",21,197,"Powell County, Kentucky",12447,6114,6333,"38.4","38.1","38.9"
"11568","KY",21,199,"Pulaski County, Kentucky",63635,31151,32484,"42.0","40.8","43.3"
"11569","KY",21,201,"Robertson County, Kentucky",2208,1100,1108,"46.7","47.3","46.3"
"11570","KY",21,203,"Rockcastle County, Kentucky",16942,8313,8629,"41.8","41.3","42.3"
"11571","KY",21,205,"Rowan County, Kentucky",23608,11316,12292,"32.2","30.9","33.0"
"11572","KY",21,207,"Russell County, Kentucky",17669,8644,9025,"42.9","41.0","44.2"
"11573","KY",21,209,"Scott County, Kentucky",50178,24733,25445,"35.8","35.3","36.4"
"11574","KY",21,211,"Shelby County, Kentucky",44290,21324,22966,"38.7","38.3","38.8"
"11575","KY",21,213,"Simpson County, Kentucky",17704,8717,8987,"39.6","37.7","41.8"
"11576","KY",21,215,"Spencer County, Kentucky",17577,8801,8776,"40.5","40.7","40.3"
"11577","KY",21,217,"Taylor County, Kentucky",24993,12128,12865,"39.2","37.5","40.7"
"11578","KY",21,219,"Todd County, Kentucky",12524,6255,6269,"36.9","36.1","38.2"
"11579","KY",21,221,"Trigg County, Kentucky",14250,6980,7270,"45.1","44.2","45.5"
"11580","KY",21,223,"Trimble County, Kentucky",8783,4363,4420,"41.1","39.8","41.6"
"11581","KY",21,225,"Union County, Kentucky",15138,7800,7338,"37.1","33.7","42.2"
"11582","KY",21,227,"Warren County, Kentucky",118950,57981,60969,"32.8","31.9","33.8"
"11583","KY",21,229,"Washington County, Kentucky",11910,5849,6061,"41.5","39.1","42.5"
"11584","KY",21,231,"Wayne County, Kentucky",20655,10244,10411,"42.0","41.2","44.1"
"11585","KY",21,233,"Webster County, Kentucky",13357,6664,6693,"39.7","38.2","42.0"
"11586","KY",21,235,"Whitley County, Kentucky",35794,17493,18301,"37.1","35.6","38.1"
"11587","KY",21,237,"Wolfe County, Kentucky",7261,3556,3705,"41.8","40.6","42.6"
"11588","KY",21,239,"Woodford County, Kentucky",25317,12254,13063,"41.9","40.8","42.7"
"12171","LA",22,1,"Acadia Parish, Louisiana",62163,30023,32140,"35.7","34.7","37.2"
"12172","LA",22,3,"Allen Parish, Louisiana",25653,14784,10869,"38.5","37.6","40.4"
"12173","LA",22,5,"Ascension Parish, Louisiana",114738,56848,57890,"34.8","33.8","35.8"
"12174","LA",22,7,"Assumption Parish, Louisiana",23057,11206,11851,"39.3","37.9","40.7"
"12175","LA",22,9,"Avoyelles Parish, Louisiana",41389,20692,20697,"38.2","36.9","39.6"
"12176","LA",22,11,"Beauregard Parish, Louisiana",36259,18513,17746,"37.5","35.9","39.3"
"12177","LA",22,13,"Bienville Parish, Louisiana",13977,6695,7282,"42.3","40.6","43.4"
"12178","LA",22,15,"Bossier Parish, Louisiana",123403,60921,62482,"34.7","33.2","36.2"
"12179","LA",22,17,"Caddo Parish, Louisiana",254742,121129,133613,"36.6","34.8","38.4"
"12180","LA",22,19,"Calcasieu Parish, Louisiana",195887,95567,100320,"36.1","34.8","37.4"
"12181","LA",22,21,"Caldwell Parish, Louisiana",9990,5270,4720,"39.9","36.8","43.5"
"12182","LA",22,23,"Cameron Parish, Louisiana",6706,3272,3434,"42.6","40.1","43.8"
"12183","LA",22,25,"Catahoula Parish, Louisiana",10247,5483,4764,"38.5","35.6","42.5"
"12184","LA",22,27,"Claiborne Parish, Louisiana",16639,9524,7115,"42.2","39.8","45.8"
"12185","LA",22,29,"Concordia Parish, Louisiana",20449,10375,10074,"38.3","35.5","41.2"
"12186","LA",22,31,"De Soto Parish, Louisiana",26965,12944,14021,"39.8","39.1","40.6"
"12187","LA",22,33,"East Baton Rouge Parish, Louisiana",444690,213266,231424,"33.2","31.7","34.7"
"12188","LA",22,35,"East Carroll Parish, Louisiana",7501,4272,3229,"33.3","32.1","36.8"
"12189","LA",22,37,"East Feliciana Parish, Louisiana",19855,10666,9189,"41.8","40.9","43.5"
"12190","LA",22,39,"Evangeline Parish, Louisiana",33768,17197,16571,"35.8","34.6","37.5"
"12191","LA",22,41,"Franklin Parish, Louisiana",20550,9993,10557,"37.9","35.8","40.6"
"12192","LA",22,43,"Grant Parish, Louisiana",22362,12523,9839,"37.6","37.0","39.0"
"12193","LA",22,45,"Iberia Parish, Louisiana",73938,36017,37921,"35.8","34.7","37.1"
"12194","LA",22,47,"Iberville Parish, Louisiana",33229,16949,16280,"38.4","36.3","40.1"
"12195","LA",22,49,"Jackson Parish, Louisiana",16109,8288,7821,"39.6","37.8","42.2"
"12196","LA",22,51,"Jefferson Parish, Louisiana",435092,211216,223876,"38.7","37.2","40.2"
"12197","LA",22,53,"Jefferson Davis Parish, Louisiana",31434,15550,15884,"38.4","35.7","40.0"
"12198","LA",22,55,"Lafayette Parish, Louisiana",231811,113159,118652,"34.0","33.0","35.0"
"12199","LA",22,57,"Lafourche Parish, Louisiana",97474,47888,49586,"36.6","35.6","37.6"
"12200","LA",22,59,"LaSalle Parish, Louisiana",14899,7702,7197,"38.6","37.4","42.1"
"12201","LA",22,61,"Lincoln Parish, Louisiana",47349,23005,24344,"27.4","26.2","28.6"
"12202","LA",22,63,"Livingston Parish, Louisiana",133949,65803,68146,"35.3","34.6","36.2"
"12203","LA",22,65,"Madison Parish, Louisiana",11873,5921,5952,"34.6","32.9","36.5"
"12204","LA",22,67,"Morehouse Parish, Louisiana",27012,12904,14108,"39.3","37.2","41.1"
"12205","LA",22,69,"Natchitoches Parish, Louisiana",39330,18765,20565,"33.8","32.2","34.7"
"12206","LA",22,71,"Orleans Parish, Louisiana",376738,180183,196555,"35.4","34.7","36.1"
"12207","LA",22,73,"Ouachita Parish, Louisiana",155769,74555,81214,"34.7","33.5","35.9"
"12208","LA",22,75,"Plaquemines Parish, Louisiana",23599,11676,11923,"36.5","36.6","36.4"
"12209","LA",22,77,"Pointe Coupee Parish, Louisiana",22498,10757,11741,"42.6","42.0","43.4"
"12210","LA",22,79,"Rapides Parish, Louisiana",132225,63862,68363,"37.4","35.3","39.1"
"12211","LA",22,81,"Red River Parish, Louisiana",8838,4305,4533,"39.8","36.8","41.6"
"12212","LA",22,83,"Richland Parish, Louisiana",20777,10062,10715,"38.0","35.7","40.4"
"12213","LA",22,85,"Sabine Parish, Louisiana",24248,12059,12189,"41.5","41.1","42.0"
"12214","LA",22,87,"St. Bernard Parish, Louisiana",42858,21298,21560,"33.0","32.7","33.3"
"12215","LA",22,89,"St. Charles Parish, Louisiana",52639,25699,26940,"37.2","36.0","37.9"
"12216","LA",22,91,"St. Helena Parish, Louisiana",10818,5254,5564,"39.2","37.1","41.2"
"12217","LA",22,93,"St. James Parish, Louisiana",21650,10426,11224,"38.8","36.7","40.2"
"12218","LA",22,95,"St. John the Baptist Parish, Louisiana",44161,21467,22694,"36.0","35.2","36.8"
"12219","LA",22,97,"St. Landry Parish, Louisiana",83613,40129,43484,"36.6","35.2","37.8"
"12220","LA",22,99,"St. Martin Parish, Louisiana",53126,26136,26990,"36.7","35.5","37.7"
"12221","LA",22,101,"St. Mary Parish, Louisiana",53441,26345,27096,"37.7","37.1","38.2"
"12222","LA",22,103,"St. Tammany Parish, Louisiana",242960,117970,124990,"39.8","38.7","41.0"
"12223","LA",22,105,"Tangipahoa Parish, Louisiana",125486,60890,64596,"34.4","33.0","35.6"
"12224","LA",22,107,"Tensas Parish, Louisiana",4893,2362,2531,"43.0","40.7","47.3"
"12225","LA",22,109,"Terrebonne Parish, Louisiana",112742,55725,57017,"35.2","34.4","36.0"
"12226","LA",22,111,"Union Parish, Louisiana",22533,11112,11421,"41.7","40.3","43.4"
"12227","LA",22,113,"Vermilion Parish, Louisiana",59110,28523,30587,"36.7","35.6","37.7"
"12228","LA",22,115,"Vernon Parish, Louisiana",52476,27435,25041,"30.0","28.8","31.4"
"12229","LA",22,117,"Washington Parish, Louisiana",46556,22872,23684,"39.2","37.4","41.2"
"12230","LA",22,119,"Webster Parish, Louisiana",40617,19722,20895,"40.9","38.5","43.1"
"12231","LA",22,121,"West Baton Rouge Parish, Louisiana",24669,12159,12510,"35.4","34.6","36.7"
"12232","LA",22,123,"West Carroll Parish, Louisiana",11454,5764,5690,"39.7","37.8","41.4"
"12233","LA",22,125,"West Feliciana Parish, Louisiana",15415,10228,5187,"40.4","40.5","39.9"
"12234","LA",22,127,"Winn Parish, Louisiana",14855,7851,7004,"41.3","40.1","42.6"
"12745","MA",25,1,"Barnstable County, Massachusetts",214766,102244,112522,"51.3","49.5","53.0"
"12746","MA",25,3,"Berkshire County, Massachusetts",129288,62393,66895,"45.8","44.4","47.1"
"12747","MA",25,5,"Bristol County, Massachusetts",552763,267650,285113,"40.6","39.2","41.8"
"12748","MA",25,7,"Dukes County, Massachusetts",17048,8443,8605,"45.9","44.9","47.3"
"12749","MA",25,9,"Essex County, Massachusetts",763849,367791,396058,"40.6","38.9","42.2"
"12750","MA",25,11,"Franklin County, Massachusetts",71144,34759,36385,"45.1","43.8","46.6"
"12751","MA",25,13,"Hampden County, Massachusetts",468041,225611,242430,"38.6","36.7","40.4"
"12752","MA",25,15,"Hampshire County, Massachusetts",160759,75286,85473,"35.9","35.2","36.5"
"12753","MA",25,17,"Middlesex County, Massachusetts",1556116,758542,797574,"38.5","37.1","39.9"
"12754","MA",25,19,"Nantucket County, Massachusetts",10556,5589,4967,"39.5","38.0","40.4"
"12755","MA",25,21,"Norfolk County, Massachusetts",687721,329431,358290,"40.9","39.6","42.2"
"12756","MA",25,23,"Plymouth County, Massachusetts",503681,245337,258344,"42.1","40.5","43.4"
"12757","MA",25,25,"Suffolk County, Massachusetts",758919,366767,392152,"32.2","31.6","32.8"
"12758","MA",25,27,"Worcester County, Massachusetts",810935,399807,411128,"39.8","38.4","41.0"
"13034","MD",24,1,"Allegany County, Maryland",73549,38300,35249,"41.5","39.0","44.1"
"13035","MD",24,3,"Anne Arundel County, Maryland",555280,274800,280480,"38.4","36.8","39.7"
"13036","MD",24,5,"Baltimore County, Maryland",822959,389418,433541,"39.1","37.4","40.6"
"13037","MD",24,9,"Calvert County, Maryland",90114,44495,45619,"40.6","39.8","41.7"
"13038","MD",24,11,"Caroline County, Maryland",32661,15835,16826,"40.1","39.0","40.6"
"13039","MD",24,13,"Carroll County, Maryland",167444,82754,84690,"42.2","41.0","43.1"
"13040","MD",24,15,"Cecil County, Maryland",101960,50644,51316,"40.1","39.5","40.5"
"13041","MD",24,17,"Charles County, Maryland",152754,73731,79023,"37.7","36.2","38.9"
"13042","MD",24,19,"Dorchester County, Maryland",32534,15542,16992,"43.8","42.0","45.1"
"13043","MD",24,21,"Frederick County, Maryland",241373,119038,122335,"39.1","38.1","40.1"
"13044","MD",24,23,"Garrett County, Maryland",29813,14765,15048,"44.5","42.8","45.6"
"13045","MD",24,25,"Harford County, Maryland",248966,121798,127168,"40.1","38.6","41.3"
"13046","MD",24,27,"Howard County, Maryland",304115,149157,154958,"38.8","37.5","39.7"
"13047","MD",24,29,"Kent County, Maryland",19923,9382,10541,"46.2","44.2","47.4"
"13048","MD",24,31,"Montgomery County, Maryland",1017859,490093,527766,"38.5","37.0","40.0"
"13049","MD",24,33,"Prince George's County, Maryland",892816,429603,463213,"35.8","34.0","37.7"
"13050","MD",24,35,"Queen Anne's County, Maryland",48600,24024,24576,"43.5","42.7","44.1"
"13051","MD",24,37,"St. Mary's County, Maryland",109614,54662,54952,"36.3","35.9","36.8"
"13052","MD",24,39,"Somerset County, Maryland",25980,14150,11830,"37.0","36.2","38.6"
"13053","MD",24,41,"Talbot County, Maryland",37799,17811,19988,"49.0","48.2","49.6"
"13054","MD",24,43,"Washington County, Maryland",149270,76058,73212,"40.4","39.1","41.9"
"13055","MD",24,45,"Wicomico County, Maryland",101182,48199,52983,"35.5","34.4","36.7"
"13056","MD",24,47,"Worcester County, Maryland",51519,25018,26501,"49.1","47.0","50.2"
"13057","MD",24,510,"Baltimore city, Maryland",622454,293366,329088,"34.6","33.3","35.9"
"13605","ME",23,1,"Androscoggin County, Maine",107393,52597,54796,"40.6","39.6","41.4"
"13606","ME",23,3,"Aroostook County, Maine",70005,34592,35413,"46.6","45.6","47.6"
"13607","ME",23,5,"Cumberland County, Maine",286119,139036,147083,"41.9","40.3","43.3"
"13608","ME",23,7,"Franklin County, Maine",30402,14937,15465,"44.9","44.1","45.6"
"13609","ME",23,9,"Hancock County, Maine",54658,26696,27962,"47.4","46.2","48.4"
"13610","ME",23,11,"Kennebec County, Maine",121112,58759,62353,NA,"43.2","44.6"
"13611","ME",23,13,"Knox County, Maine",39723,19682,20041,"47.2","45.3","49.2"
"13612","ME",23,15,"Lincoln County, Maine",34156,16673,17483,"49.8","48.5","51.0"
"13613","ME",23,17,"Oxford County, Maine",57421,28446,28975,"45.7","45.2","46.0"
"13614","ME",23,19,"Penobscot County, Maine",153437,75714,77723,"41.3","39.9","42.8"
"13615","ME",23,21,"Piscataquis County, Maine",17156,8552,8604,"49.8","49.5","50.1"
"13616","ME",23,23,"Sagadahoc County, Maine",35092,16894,18198,"45.2","44.2","46.0"
"13617","ME",23,25,"Somerset County, Maine",51577,25399,26178,"44.9","44.2","45.4"
"13618","ME",23,27,"Waldo County, Maine",38976,19155,19821,NA,"44.3","46.0"
"13619","ME",23,29,"Washington County, Maine",32191,15874,16317,"46.8","45.9","47.8"
"13620","ME",23,31,"York County, Maine",199682,97075,102607,"44.1","42.9","45.2"
"13769","MI",26,1,"Alcona County, Michigan",10550,5310,5240,"56.6","56.5","56.7"
"13770","MI",26,3,"Alger County, Michigan",9476,5218,4258,"48.7","45.5","52.0"
"13771","MI",26,5,"Allegan County, Michigan",112837,56205,56632,"40.0","39.2","40.8"
"13772","MI",26,7,"Alpena County, Michigan",29068,14276,14792,"47.1","45.6","48.5"
"13773","MI",26,9,"Antrim County, Michigan",23267,11587,11680,"49.5","48.6","50.2"
"13774","MI",26,11,"Arenac County, Michigan",15424,7813,7611,"48.4","47.9","49.0"
"13775","MI",26,13,"Baraga County, Michigan",8690,5265,3425,"43.6","39.3","49.0"
"13776","MI",26,15,"Barry County, Michigan",59147,29733,29414,"42.6","42.1","43.1"
"13777","MI",26,17,"Bay County, Michigan",106698,52513,54185,"42.6","40.2","44.5"
"13778","MI",26,19,"Benzie County, Michigan",17437,8708,8729,"48.4","47.2","49.4"
"13779","MI",26,21,"Berrien County, Michigan",155565,76026,79539,"41.4","39.9","42.8"
"13780","MI",26,23,"Branch County, Michigan",43706,22539,21167,"40.6","39.8","41.9"
"13781","MI",26,25,"Calhoun County, Michigan",134790,65845,68945,"40.1","38.7","41.0"
"13782","MI",26,27,"Cass County, Michigan",51952,26159,25793,"44.1","43.1","45.2"
"13783","MI",26,29,"Charlevoix County, Michigan",26134,12903,13231,"46.7","45.7","47.5"
"13784","MI",26,31,"Cheboygan County, Michigan",25690,12791,12899,"49.1","48.2","50.1"
"13785","MI",26,33,"Chippewa County, Michigan",38586,21156,17430,"39.0","38.5","40.0"
"13786","MI",26,35,"Clare County, Michigan",30710,15163,15547,"46.4","46.1","46.8"
"13787","MI",26,37,"Clinton County, Michigan",76905,37952,38953,"39.7","38.7","40.5"
"13788","MI",26,39,"Crawford County, Michigan",13895,7024,6871,"49.3","48.8","49.7"
"13789","MI",26,41,"Delta County, Michigan",36712,18172,18540,"46.4","45.3","47.4"
"13790","MI",26,43,"Dickinson County, Michigan",26012,12886,13126,"46.4","45.0","47.5"
"13791","MI",26,45,"Eaton County, Michigan",108341,52842,55499,"41.0","39.6","42.6"
"13792","MI",26,47,"Emmet County, Michigan",33018,16303,16715,"44.3","42.7","45.7"
"13793","MI",26,49,"Genesee County, Michigan",415874,200473,215401,"39.6","38.0","41.1"
"13794","MI",26,51,"Gladwin County, Michigan",25501,12818,12683,"48.9","47.9","49.9"
"13795","MI",26,53,"Gogebic County, Michigan",15824,8556,7268,"48.3","45.1","51.3"
"13796","MI",26,55,"Grand Traverse County, Michigan",89907,44272,45635,"41.7","40.2","43.6"
"13797","MI",26,57,"Gratiot County, Michigan",41878,22213,19665,"38.9","37.4","41.5"
"13798","MI",26,59,"Hillsdale County, Michigan",46178,22972,23206,"42.0","41.5","42.5"
"13799","MI",26,61,"Houghton County, Michigan",36660,19876,16784,"32.8","28.8","38.0"
