"","State","StateFIPS","CountyFIPS","AreaName","Poverty"
"5973","GA",13,307,"Webster County, Georgia",608
"5974","GA",13,309,"Wheeler County, Georgia",1177
"5975","GA",13,311,"White County, Georgia",5195
"5976","GA",13,313,"Whitfield County, Georgia",19270
"5977","GA",13,315,"Wilcox County, Georgia",1599
"5978","GA",13,317,"Wilkes County, Georgia",2795
"5979","GA",13,319,"Wilkinson County, Georgia",1640
"5980","GA",13,321,"Worth County, Georgia",4445
"6669","HI",15,1,"Hawaii County, Hawaii",36756
"6670","HI",15,3,"Honolulu County, Hawaii",92404
"6671","HI",15,5,"Kalawao County, Hawaii",12
"6672","HI",15,7,"Kauai County, Hawaii",7384
"6673","HI",15,9,"Maui County, Hawaii",17388
"6843","IA",19,1,"Adair County, Iowa",764
"6844","IA",19,3,"Adams County, Iowa",388
"6845","IA",19,5,"Allamakee County, Iowa",1491
"6846","IA",19,7,"Appanoose County, Iowa",1719
"6847","IA",19,9,"Audubon County, Iowa",552
"6848","IA",19,11,"Benton County, Iowa",2440
"6849","IA",19,13,"Black Hawk County, Iowa",19887
"6850","IA",19,15,"Boone County, Iowa",2588
"6851","IA",19,17,"Bremer County, Iowa",1894
"6852","IA",19,19,"Buchanan County, Iowa",1970
"6853","IA",19,21,"Buena Vista County, Iowa",2452
"6854","IA",19,23,"Butler County, Iowa",1322
"6855","IA",19,25,"Calhoun County, Iowa",1384
"6856","IA",19,27,"Carroll County, Iowa",2047
"6857","IA",19,29,"Cass County, Iowa",1855
"6858","IA",19,31,"Cedar County, Iowa",1393
"6859","IA",19,33,"Cerro Gordo County, Iowa",5665
"6860","IA",19,35,"Cherokee County, Iowa",1281
"6861","IA",19,37,"Chickasaw County, Iowa",1067
"6862","IA",19,39,"Clarke County, Iowa",1493
"6863","IA",19,41,"Clay County, Iowa",1848
"6864","IA",19,43,"Clayton County, Iowa",1941
"6865","IA",19,45,"Clinton County, Iowa",6608
"6866","IA",19,47,"Crawford County, Iowa",3367
"6867","IA",19,49,"Dallas County, Iowa",4796
"6868","IA",19,51,"Davis County, Iowa",1657
"6869","IA",19,53,"Decatur County, Iowa",1541
"6870","IA",19,55,"Delaware County, Iowa",1717
"6871","IA",19,57,"Des Moines County, Iowa",6010
"6872","IA",19,59,"Dickinson County, Iowa",1100
"6873","IA",19,61,"Dubuque County, Iowa",11189
"6874","IA",19,63,"Emmet County, Iowa",1250
"6875","IA",19,65,"Fayette County, Iowa",2550
"6876","IA",19,67,"Floyd County, Iowa",1957
"6877","IA",19,69,"Franklin County, Iowa",1372
"6878","IA",19,71,"Fremont County, Iowa",757
"6879","IA",19,73,"Greene County, Iowa",1135
"6880","IA",19,75,"Grundy County, Iowa",757
"6881","IA",19,77,"Guthrie County, Iowa",1199
"6882","IA",19,79,"Hamilton County, Iowa",1712
"6883","IA",19,81,"Hancock County, Iowa",924
"6884","IA",19,83,"Hardin County, Iowa",1454
"6885","IA",19,85,"Harrison County, Iowa",1398
"6886","IA",19,87,"Henry County, Iowa",2695
"6887","IA",19,89,"Howard County, Iowa",1081
"6888","IA",19,91,"Humboldt County, Iowa",1155
"6889","IA",19,93,"Ida County, Iowa",809
"6890","IA",19,95,"Iowa County, Iowa",1391
"6891","IA",19,97,"Jackson County, Iowa",2343
"6892","IA",19,99,"Jasper County, Iowa",3342
"6893","IA",19,101,"Jefferson County, Iowa",2311
"6894","IA",19,103,"Johnson County, Iowa",23537
"6895","IA",19,105,"Jones County, Iowa",1950
"6896","IA",19,107,"Keokuk County, Iowa",1374
"6897","IA",19,109,"Kossuth County, Iowa",1357
"6898","IA",19,111,"Lee County, Iowa",5791
"6899","IA",19,113,"Linn County, Iowa",20747
"6900","IA",19,115,"Louisa County, Iowa",1357
"6901","IA",19,117,"Lucas County, Iowa",1126
"6902","IA",19,119,"Lyon County, Iowa",843
"6903","IA",19,121,"Madison County, Iowa",1164
"6904","IA",19,123,"Mahaska County, Iowa",3206
"6905","IA",19,125,"Marion County, Iowa",3124
"6906","IA",19,127,"Marshall County, Iowa",4429
"6907","IA",19,129,"Mills County, Iowa",1300
"6908","IA",19,131,"Mitchell County, Iowa",1005
"6909","IA",19,133,"Monona County, Iowa",1233
"6910","IA",19,135,"Monroe County, Iowa",944
"6911","IA",19,137,"Montgomery County, Iowa",1717
"6912","IA",19,139,"Muscatine County, Iowa",5219
"6913","IA",19,141,"O'Brien County, Iowa",1013
"6914","IA",19,143,"Osceola County, Iowa",521
"6915","IA",19,145,"Page County, Iowa",2262
"6916","IA",19,147,"Palo Alto County, Iowa",948
"6917","IA",19,149,"Plymouth County, Iowa",1907
"6918","IA",19,151,"Pocahontas County, Iowa",987
"6919","IA",19,153,"Polk County, Iowa",57143
"6920","IA",19,155,"Pottawattamie County, Iowa",11779
"6921","IA",19,157,"Poweshiek County, Iowa",1767
"6922","IA",19,159,"Ringgold County, Iowa",514
"6923","IA",19,161,"Sac County, Iowa",805
"6924","IA",19,163,"Scott County, Iowa",20229
"6925","IA",19,165,"Shelby County, Iowa",1307
"6926","IA",19,167,"Sioux County, Iowa",2663
"6927","IA",19,169,"Story County, Iowa",19109
"6928","IA",19,171,"Tama County, Iowa",1919
"6929","IA",19,173,"Taylor County, Iowa",860
"6930","IA",19,175,"Union County, Iowa",1676
"6931","IA",19,177,"Van Buren County, Iowa",1095
"6932","IA",19,179,"Wapello County, Iowa",6399
"6933","IA",19,181,"Warren County, Iowa",3124
"6934","IA",19,183,"Washington County, Iowa",2013
"6935","IA",19,185,"Wayne County, Iowa",834
"6936","IA",19,187,"Webster County, Iowa",5210
"6937","IA",19,189,"Winnebago County, Iowa",995
"6938","IA",19,191,"Winneshiek County, Iowa",1507
"6939","IA",19,193,"Woodbury County, Iowa",14557
"6940","IA",19,195,"Worth County, Iowa",887
"6941","IA",19,197,"Wright County, Iowa",1412
"7990","ID",16,1,"Ada County, Idaho",50551
"7991","ID",16,3,"Adams County, Idaho",495
"7992","ID",16,5,"Bannock County, Idaho",15288
"7993","ID",16,7,"Bear Lake County, Idaho",759
"7994","ID",16,9,"Benewah County, Idaho",1490
"7995","ID",16,11,"Bingham County, Idaho",6093
"7996","ID",16,13,"Blaine County, Idaho",2218
"7997","ID",16,15,"Boise County, Idaho",991
"7998","ID",16,17,"Bonner County, Idaho",6145
"7999","ID",16,19,"Bonneville County, Idaho",14025
"8000","ID",16,21,"Boundary County, Idaho",1647
"8001","ID",16,23,"Butte County, Idaho",460
"8002","ID",16,25,"Camas County, Idaho",229
"8003","ID",16,27,"Canyon County, Idaho",37945
"8004","ID",16,29,"Caribou County, Idaho",551
"8005","ID",16,31,"Cassia County, Idaho",3645
"8006","ID",16,33,"Clark County, Idaho",163
"8007","ID",16,35,"Clearwater County, Idaho",985
"8008","ID",16,37,"Custer County, Idaho",806
"8009","ID",16,39,"Elmore County, Idaho",4046
"8010","ID",16,41,"Franklin County, Idaho",1696
"8011","ID",16,43,"Fremont County, Idaho",1266
"8012","ID",16,45,"Gem County, Idaho",2980
"8013","ID",16,47,"Gooding County, Idaho",2911
"8014","ID",16,49,"Idaho County, Idaho",2528
"8015","ID",16,51,"Jefferson County, Idaho",3492
"8016","ID",16,53,"Jerome County, Idaho",3676
"8017","ID",16,55,"Kootenai County, Idaho",18634
"8018","ID",16,57,"Latah County, Idaho",7597
"8019","ID",16,59,"Lemhi County, Idaho",1430
"8020","ID",16,61,"Lewis County, Idaho",652
"8021","ID",16,63,"Lincoln County, Idaho",709
"8022","ID",16,65,"Madison County, Idaho",13232
"8023","ID",16,67,"Minidoka County, Idaho",3501
"8024","ID",16,69,"Nez Perce County, Idaho",4581
"8025","ID",16,71,"Oneida County, Idaho",615
"8026","ID",16,73,"Owyhee County, Idaho",3091
"8027","ID",16,75,"Payette County, Idaho",4152
"8028","ID",16,77,"Power County, Idaho",1034
"8029","ID",16,79,"Shoshone County, Idaho",2108
"8030","ID",16,81,"Teton County, Idaho",1110
"8031","ID",16,83,"Twin Falls County, Idaho",12418
"8032","ID",16,85,"Valley County, Idaho",1434
"8033","ID",16,87,"Washington County, Idaho",1798
"8291","IL",17,1,"Adams County, Illinois",9433
"8292","IL",17,3,"Alexander County, Illinois",2424
"8293","IL",17,5,"Bond County, Illinois",2593
"8294","IL",17,7,"Boone County, Illinois",5841
"8295","IL",17,9,"Brown County, Illinois",565
"8296","IL",17,11,"Bureau County, Illinois",4191
"8297","IL",17,13,"Calhoun County, Illinois",606
"8298","IL",17,15,"Carroll County, Illinois",1843
"8299","IL",17,17,"Cass County, Illinois",1688
"8300","IL",17,19,"Champaign County, Illinois",43284
"8301","IL",17,21,"Christian County, Illinois",4714
"8302","IL",17,23,"Clark County, Illinois",2360
"8303","IL",17,25,"Clay County, Illinois",1839
"8304","IL",17,27,"Clinton County, Illinois",3193
"8305","IL",17,29,"Coles County, Illinois",10951
"8306","IL",17,31,"Cook County, Illinois",879499
"8307","IL",17,33,"Crawford County, Illinois",2310
"8308","IL",17,35,"Cumberland County, Illinois",1700
"8309","IL",17,37,"DeKalb County, Illinois",18336
"8310","IL",17,39,"De Witt County, Illinois",2073
"8311","IL",17,41,"Douglas County, Illinois",2019
"8312","IL",17,43,"DuPage County, Illinois",67941
"8313","IL",17,45,"Edgar County, Illinois",2999
"8314","IL",17,47,"Edwards County, Illinois",851
"8315","IL",17,49,"Effingham County, Illinois",3557
"8316","IL",17,51,"Fayette County, Illinois",3644
"8317","IL",17,53,"Ford County, Illinois",1790
"8318","IL",17,55,"Franklin County, Illinois",7191
"8319","IL",17,57,"Fulton County, Illinois",4838
"8320","IL",17,59,"Gallatin County, Illinois",837
"8321","IL",17,61,"Greene County, Illinois",2231
"8322","IL",17,63,"Grundy County, Illinois",4531
"8323","IL",17,65,"Hamilton County, Illinois",1211
"8324","IL",17,67,"Hancock County, Illinois",2159
"8325","IL",17,69,"Hardin County, Illinois",864
"8326","IL",17,71,"Henderson County, Illinois",692
"8327","IL",17,73,"Henry County, Illinois",5256
"8328","IL",17,75,"Iroquois County, Illinois",4735
"8329","IL",17,77,"Jackson County, Illinois",16853
"8330","IL",17,79,"Jasper County, Illinois",881
"8331","IL",17,81,"Jefferson County, Illinois",6179
"8332","IL",17,83,"Jersey County, Illinois",1590
"8333","IL",17,85,"Jo Daviess County, Illinois",2032
"8334","IL",17,87,"Johnson County, Illinois",1589
"8335","IL",17,89,"Kane County, Illinois",59033
"8336","IL",17,91,"Kankakee County, Illinois",17365
"8337","IL",17,93,"Kendall County, Illinois",6616
"8338","IL",17,95,"Knox County, Illinois",9013
"8339","IL",17,97,"Lake County, Illinois",65728
"8340","IL",17,99,"LaSalle County, Illinois",14386
"8341","IL",17,101,"Lawrence County, Illinois",1509
"8342","IL",17,103,"Lee County, Illinois",3555
"8343","IL",17,105,"Livingston County, Illinois",3897
"8344","IL",17,107,"Logan County, Illinois",3303
"8345","IL",17,109,"McDonough County, Illinois",6394
"8346","IL",17,111,"McHenry County, Illinois",24037
"8347","IL",17,113,"McLean County, Illinois",23795
"8348","IL",17,115,"Macon County, Illinois",19411
"8349","IL",17,117,"Macoupin County, Illinois",5729
"8350","IL",17,119,"Madison County, Illinois",34818
"8351","IL",17,121,"Marion County, Illinois",6965
"8352","IL",17,123,"Marshall County, Illinois",1201
"8353","IL",17,125,"Mason County, Illinois",2095
"8354","IL",17,127,"Massac County, Illinois",2705
"8355","IL",17,129,"Menard County, Illinois",1404
"8356","IL",17,131,"Mercer County, Illinois",1498
"8357","IL",17,133,"Monroe County, Illinois",1667
"8358","IL",17,135,"Montgomery County, Illinois",3503
"8359","IL",17,137,"Morgan County, Illinois",4580
"8360","IL",17,139,"Moultrie County, Illinois",1929
"8361","IL",17,141,"Ogle County, Illinois",5477
"8362","IL",17,143,"Peoria County, Illinois",31194
"8363","IL",17,145,"Perry County, Illinois",3380
"8364","IL",17,147,"Piatt County, Illinois",1019
"8365","IL",17,149,"Pike County, Illinois",2133
"8366","IL",17,151,"Pope County, Illinois",615
"8367","IL",17,153,"Pulaski County, Illinois",1178
"8368","IL",17,155,"Putnam County, Illinois",691
"8369","IL",17,157,"Randolph County, Illinois",3816
"8370","IL",17,159,"Richland County, Illinois",2382
"8371","IL",17,161,"Rock Island County, Illinois",21223
"8372","IL",17,163,"St. Clair County, Illinois",47946
"8373","IL",17,165,"Saline County, Illinois",5534
"8374","IL",17,167,"Sangamon County, Illinois",30297
"8375","IL",17,169,"Schuyler County, Illinois",1382
"8376","IL",17,171,"Scott County, Illinois",712
"8377","IL",17,173,"Shelby County, Illinois",2449
"8378","IL",17,175,"Stark County, Illinois",684
"8379","IL",17,177,"Stephenson County, Illinois",6849
"8380","IL",17,179,"Tazewell County, Illinois",11559
"8381","IL",17,181,"Union County, Illinois",2971
"8382","IL",17,183,"Vermilion County, Illinois",14571
"8383","IL",17,185,"Wabash County, Illinois",1447
"8384","IL",17,187,"Warren County, Illinois",2464
"8385","IL",17,189,"Washington County, Illinois",1834
"8386","IL",17,191,"Wayne County, Illinois",2385
"8387","IL",17,193,"White County, Illinois",1916
"8388","IL",17,195,"Whiteside County, Illinois",6740
"8389","IL",17,197,"Will County, Illinois",53482
"8390","IL",17,199,"Williamson County, Illinois",9783
"8391","IL",17,201,"Winnebago County, Illinois",47851
"8392","IL",17,203,"Woodford County, Illinois",3105
"9824","IN",18,1,"Adams County, Indiana",5529
"9825","IN",18,3,"Allen County, Indiana",56542
"9826","IN",18,5,"Bartholomew County, Indiana",10027
"9827","IN",18,7,"Benton County, Indiana",1181
"9828","IN",18,9,"Blackford County, Indiana",1700
"9829","IN",18,11,"Boone County, Indiana",3498
"9830","IN",18,13,"Brown County, Indiana",1865
"9831","IN",18,15,"Carroll County, Indiana",2149
"9832","IN",18,17,"Cass County, Indiana",5884
"9833","IN",18,19,"Clark County, Indiana",12009
"9834","IN",18,21,"Clay County, Indiana",3807
"9835","IN",18,23,"Clinton County, Indiana",4504
"9836","IN",18,25,"Crawford County, Indiana",2166
"9837","IN",18,27,"Daviess County, Indiana",4192
"9838","IN",18,29,"Dearborn County, Indiana",4553
"9839","IN",18,31,"Decatur County, Indiana",3647
"9840","IN",18,33,"DeKalb County, Indiana",6107
"9841","IN",18,35,"Delaware County, Indiana",24209
"9842","IN",18,37,"Dubois County, Indiana",4071
"9843","IN",18,39,"Elkhart County, Indiana",31601
"9844","IN",18,41,"Fayette County, Indiana",4806
"9845","IN",18,43,"Floyd County, Indiana",9530
"9846","IN",18,45,"Fountain County, Indiana",1992
"9847","IN",18,47,"Franklin County, Indiana",2413
"9848","IN",18,49,"Fulton County, Indiana",3011
"9849","IN",18,51,"Gibson County, Indiana",3675
"9850","IN",18,53,"Grant County, Indiana",11829
"9851","IN",18,55,"Greene County, Indiana",4398
"9852","IN",18,57,"Hamilton County, Indiana",13889
"9853","IN",18,59,"Hancock County, Indiana",4583
"9854","IN",18,61,"Harrison County, Indiana",5392
"9855","IN",18,63,"Hendricks County, Indiana",7514
"9856","IN",18,65,"Henry County, Indiana",7465
"9857","IN",18,67,"Howard County, Indiana",14445
"9858","IN",18,69,"Huntington County, Indiana",4241
"9859","IN",18,71,"Jackson County, Indiana",6297
"9860","IN",18,73,"Jasper County, Indiana",2710
"9861","IN",18,75,"Jay County, Indiana",3400
"9862","IN",18,77,"Jefferson County, Indiana",4343
"9863","IN",18,79,"Jennings County, Indiana",4390
"9864","IN",18,81,"Johnson County, Indiana",14205
"9865","IN",18,83,"Knox County, Indiana",5630
"9866","IN",18,85,"Kosciusko County, Indiana",8645
"9867","IN",18,87,"LaGrange County, Indiana",4909
"9868","IN",18,89,"Lake County, Indiana",87203
"9869","IN",18,91,"LaPorte County, Indiana",17792
"9870","IN",18,93,"Lawrence County, Indiana",5850
"9871","IN",18,95,"Madison County, Indiana",21089
"9872","IN",18,97,"Marion County, Indiana",191309
"9873","IN",18,99,"Marshall County, Indiana",5594
"9874","IN",18,101,"Martin County, Indiana",1320
"9875","IN",18,103,"Miami County, Indiana",5174
"9876","IN",18,105,"Monroe County, Indiana",31707
"9877","IN",18,107,"Montgomery County, Indiana",5153
"9878","IN",18,109,"Morgan County, Indiana",8237
"9879","IN",18,111,"Newton County, Indiana",1892
"9880","IN",18,113,"Noble County, Indiana",5665
"9881","IN",18,115,"Ohio County, Indiana",470
"9882","IN",18,117,"Orange County, Indiana",3403
"9883","IN",18,119,"Owen County, Indiana",3172
"9884","IN",18,121,"Parke County, Indiana",2486
"9885","IN",18,123,"Perry County, Indiana",2276
"9886","IN",18,125,"Pike County, Indiana",1243
"9887","IN",18,127,"Porter County, Indiana",18850
"9888","IN",18,129,"Posey County, Indiana",2801
"9889","IN",18,131,"Pulaski County, Indiana",1808
"9890","IN",18,133,"Putnam County, Indiana",3245
"9891","IN",18,135,"Randolph County, Indiana",4522
"9892","IN",18,137,"Ripley County, Indiana",2403
"9893","IN",18,139,"Rush County, Indiana",2946
"9894","IN",18,141,"St. Joseph County, Indiana",45532
"9895","IN",18,143,"Scott County, Indiana",4148
"9896","IN",18,145,"Shelby County, Indiana",5302
"9897","IN",18,147,"Spencer County, Indiana",2213
"9898","IN",18,149,"Starke County, Indiana",3682
"9899","IN",18,151,"Steuben County, Indiana",3542
"9900","IN",18,153,"Sullivan County, Indiana",3534
"9901","IN",18,155,"Switzerland County, Indiana",2022
"9902","IN",18,157,"Tippecanoe County, Indiana",36902
"9903","IN",18,159,"Tipton County, Indiana",1529
"9904","IN",18,161,"Union County, Indiana",754
"9905","IN",18,163,"Vanderburgh County, Indiana",28870
"9906","IN",18,165,"Vermillion County, Indiana",1996
"9907","IN",18,167,"Vigo County, Indiana",20245
"9908","IN",18,169,"Wabash County, Indiana",4373
"9909","IN",18,171,"Warren County, Indiana",740
"9910","IN",18,173,"Warrick County, Indiana",5926
"9911","IN",18,175,"Washington County, Indiana",4190
"9912","IN",18,177,"Wayne County, Indiana",13732
"9913","IN",18,179,"Wells County, Indiana",3306
"9914","IN",18,181,"White County, Indiana",2309
"9915","IN",18,183,"Whitley County, Indiana",2633
"10655","KS",20,1,"Allen County, Kansas",2257
"10656","KS",20,3,"Anderson County, Kansas",1362
"10657","KS",20,5,"Atchison County, Kansas",2970
"10658","KS",20,7,"Barber County, Kansas",511
"10659","KS",20,9,"Barton County, Kansas",4261
"10660","KS",20,11,"Bourbon County, Kansas",2757
"10661","KS",20,13,"Brown County, Kansas",1598
"10662","KS",20,15,"Butler County, Kansas",6620
"10663","KS",20,17,"Chase County, Kansas",360
"10664","KS",20,19,"Chautauqua County, Kansas",579
"10665","KS",20,21,"Cherokee County, Kansas",3511
"10666","KS",20,23,"Cheyenne County, Kansas",214
"10667","KS",20,25,"Clark County, Kansas",311
"10668","KS",20,27,"Clay County, Kansas",942
"10669","KS",20,29,"Cloud County, Kansas",1202
"10670","KS",20,31,"Coffey County, Kansas",833
"10671","KS",20,33,"Comanche County, Kansas",140
"10672","KS",20,35,"Cowley County, Kansas",5971
"10673","KS",20,37,"Crawford County, Kansas",8219
"10674","KS",20,39,"Decatur County, Kansas",316
"10675","KS",20,41,"Dickinson County, Kansas",2005
"10676","KS",20,43,"Doniphan County, Kansas",892
"10677","KS",20,45,"Douglas County, Kansas",20137
"10678","KS",20,47,"Edwards County, Kansas",335
"10679","KS",20,49,"Elk County, Kansas",483
"10680","KS",20,51,"Ellis County, Kansas",4353
"10681","KS",20,53,"Ellsworth County, Kansas",484
"10682","KS",20,55,"Finney County, Kansas",6222
"10683","KS",20,57,"Ford County, Kansas",6183
"10684","KS",20,59,"Franklin County, Kansas",3264
"10685","KS",20,61,"Geary County, Kansas",4463
"10686","KS",20,63,"Gove County, Kansas",219
"10687","KS",20,65,"Graham County, Kansas",287
"10688","KS",20,67,"Grant County, Kansas",795
"10689","KS",20,69,"Gray County, Kansas",597
"10690","KS",20,71,"Greeley County, Kansas",97
"10691","KS",20,73,"Greenwood County, Kansas",945
"10692","KS",20,75,"Hamilton County, Kansas",371
"10693","KS",20,77,"Harper County, Kansas",933
"10694","KS",20,79,"Harvey County, Kansas",4415
"10695","KS",20,81,"Haskell County, Kansas",562
"10696","KS",20,83,"Hodgeman County, Kansas",88
"10697","KS",20,85,"Jackson County, Kansas",1197
"10698","KS",20,87,"Jefferson County, Kansas",1394
"10699","KS",20,89,"Jewell County, Kansas",466
"10700","KS",20,91,"Johnson County, Kansas",34556
"10701","KS",20,93,"Kearny County, Kansas",412
"10702","KS",20,95,"Kingman County, Kansas",811
"10703","KS",20,97,"Kiowa County, Kansas",364
"10704","KS",20,99,"Labette County, Kansas",3651
"10705","KS",20,101,"Lane County, Kansas",149
"10706","KS",20,103,"Leavenworth County, Kansas",8223
"10707","KS",20,105,"Lincoln County, Kansas",333
"10708","KS",20,107,"Linn County, Kansas",1246
"10709","KS",20,109,"Logan County, Kansas",232
"10710","KS",20,111,"Lyon County, Kansas",6919
"10711","KS",20,113,"McPherson County, Kansas",1993
"10712","KS",20,115,"Marion County, Kansas",1306
"10713","KS",20,117,"Marshall County, Kansas",1087
"10714","KS",20,119,"Meade County, Kansas",481
"10715","KS",20,121,"Miami County, Kansas",2949
"10716","KS",20,123,"Mitchell County, Kansas",626
"10717","KS",20,125,"Montgomery County, Kansas",6303
"10718","KS",20,127,"Morris County, Kansas",505
"10719","KS",20,129,"Morton County, Kansas",325
"10720","KS",20,131,"Nemaha County, Kansas",1129
"10721","KS",20,133,"Neosho County, Kansas",2961
"10722","KS",20,135,"Ness County, Kansas",354
"10723","KS",20,137,"Norton County, Kansas",398
"10724","KS",20,139,"Osage County, Kansas",1997
"10725","KS",20,141,"Osborne County, Kansas",564
"10726","KS",20,143,"Ottawa County, Kansas",466
"10727","KS",20,145,"Pawnee County, Kansas",464
"10728","KS",20,147,"Phillips County, Kansas",494
"10729","KS",20,149,"Pottawatomie County, Kansas",1992
"10730","KS",20,151,"Pratt County, Kansas",1144
"10731","KS",20,153,"Rawlins County, Kansas",250
"10732","KS",20,155,"Reno County, Kansas",7457
"10733","KS",20,157,"Republic County, Kansas",599
"10734","KS",20,159,"Rice County, Kansas",1365
"10735","KS",20,161,"Riley County, Kansas",14922
"10736","KS",20,163,"Rooks County, Kansas",723
"10737","KS",20,165,"Rush County, Kansas",292
"10738","KS",20,167,"Russell County, Kansas",885
"10739","KS",20,169,"Saline County, Kansas",8700
"10740","KS",20,171,"Scott County, Kansas",319
"10741","KS",20,173,"Sedgwick County, Kansas",75400
"10742","KS",20,175,"Seward County, Kansas",4350
"10743","KS",20,177,"Shawnee County, Kansas",26445
"10744","KS",20,179,"Sheridan County, Kansas",165
"10745","KS",20,181,"Sherman County, Kansas",1125
"10746","KS",20,183,"Smith County, Kansas",543
"10747","KS",20,185,"Stafford County, Kansas",675
"10748","KS",20,187,"Stanton County, Kansas",113
"10749","KS",20,189,"Stevens County, Kansas",1037
"10750","KS",20,191,"Sumner County, Kansas",2869
"10751","KS",20,193,"Thomas County, Kansas",733
"10752","KS",20,195,"Trego County, Kansas",119
"10753","KS",20,197,"Wabaunsee County, Kansas",404
"10754","KS",20,199,"Wallace County, Kansas",129
"10755","KS",20,201,"Washington County, Kansas",649
"10756","KS",20,203,"Wichita County, Kansas",214
"10757","KS",20,205,"Wilson County, Kansas",1639
"10758","KS",20,207,"Woodson County, Kansas",714
"10759","KS",20,209,"Wyandotte County, Kansas",37963
"11469","KY",21,1,"Adair County, Kentucky",3789
"11470","KY",21,3,"Allen County, Kentucky",3454
"11471","KY",21,5,"Anderson County, Kentucky",2223
"11472","KY",21,7,"Ballard County, Kentucky",1295
"11473","KY",21,9,"Barren County, Kentucky",8598
"11474","KY",21,11,"Bath County, Kentucky",3122
"11475","KY",21,13,"Bell County, Kentucky",10233
"11476","KY",21,15,"Boone County, Kentucky",10156
"11477","KY",21,17,"Bourbon County, Kentucky",3272
"11478","KY",21,19,"Boyd County, Kentucky",9500
"11479","KY",21,21,"Boyle County, Kentucky",4291
"11480","KY",21,23,"Bracken County, Kentucky",1544
"11481","KY",21,25,"Breathitt County, Kentucky",4366
"11482","KY",21,27,"Breckinridge County, Kentucky",3422
"11483","KY",21,29,"Bullitt County, Kentucky",7911
"11484","KY",21,31,"Butler County, Kentucky",3667
"11485","KY",21,33,"Caldwell County, Kentucky",2544
"11486","KY",21,35,"Calloway County, Kentucky",8015
"11487","KY",21,37,"Campbell County, Kentucky",12883
"11488","KY",21,39,"Carlisle County, Kentucky",970
"11489","KY",21,41,"Carroll County, Kentucky",2898
"11490","KY",21,43,"Carter County, Kentucky",4682
"11491","KY",21,45,"Casey County, Kentucky",3969
"11492","KY",21,47,"Christian County, Kentucky",13576
"11493","KY",21,49,"Clark County, Kentucky",5401
"11494","KY",21,51,"Clay County, Kentucky",7732
"11495","KY",21,53,"Clinton County, Kentucky",2435
"11496","KY",21,55,"Crittenden County, Kentucky",1974
"11497","KY",21,57,"Cumberland County, Kentucky",1682
"11498","KY",21,59,"Daviess County, Kentucky",14948
"11499","KY",21,61,"Edmonson County, Kentucky",2296
"11500","KY",21,63,"Elliott County, Kentucky",2079
"11501","KY",21,65,"Estill County, Kentucky",4199
"11502","KY",21,67,"Fayette County, Kentucky",55900
"11503","KY",21,69,"Fleming County, Kentucky",2907
"11504","KY",21,71,"Floyd County, Kentucky",11441
"11505","KY",21,73,"Franklin County, Kentucky",6990
"11506","KY",21,75,"Fulton County, Kentucky",1641
"11507","KY",21,77,"Gallatin County, Kentucky",1294
"11508","KY",21,79,"Garrard County, Kentucky",3653
"11509","KY",21,81,"Grant County, Kentucky",4445
"11510","KY",21,83,"Graves County, Kentucky",6342
"11511","KY",21,85,"Grayson County, Kentucky",6119
"11512","KY",21,87,"Green County, Kentucky",2216
"11513","KY",21,89,"Greenup County, Kentucky",6355
"11514","KY",21,91,"Hancock County, Kentucky",1360
"11515","KY",21,93,"Hardin County, Kentucky",14886
"11516","KY",21,95,"Harlan County, Kentucky",8661
"11517","KY",21,97,"Harrison County, Kentucky",4069
"11518","KY",21,99,"Hart County, Kentucky",4507
"11519","KY",21,101,"Henderson County, Kentucky",8602
"11520","KY",21,103,"Henry County, Kentucky",2798
"11521","KY",21,105,"Hickman County, Kentucky",675
"11522","KY",21,107,"Hopkins County, Kentucky",7799
"11523","KY",21,109,"Jackson County, Kentucky",4163
"11524","KY",21,111,"Jefferson County, Kentucky",121683
"11525","KY",21,113,"Jessamine County, Kentucky",9190
"11526","KY",21,115,"Johnson County, Kentucky",5977
"11527","KY",21,117,"Kenton County, Kentucky",23432
"11528","KY",21,119,"Knott County, Kentucky",4308
"11529","KY",21,121,"Knox County, Kentucky",10093
"11530","KY",21,123,"Larue County, Kentucky",2460
"11531","KY",21,125,"Laurel County, Kentucky",13588
"11532","KY",21,127,"Lawrence County, Kentucky",3548
"11533","KY",21,129,"Lee County, Kentucky",2003
"11534","KY",21,131,"Leslie County, Kentucky",3051
"11535","KY",21,133,"Letcher County, Kentucky",6614
"11536","KY",21,135,"Lewis County, Kentucky",4151
"11537","KY",21,137,"Lincoln County, Kentucky",6039
"11538","KY",21,139,"Livingston County, Kentucky",1362
"11539","KY",21,141,"Logan County, Kentucky",5103
"11540","KY",21,143,"Lyon County, Kentucky",1002
"11541","KY",21,145,"McCracken County, Kentucky",10763
"11542","KY",21,147,"McCreary County, Kentucky",6723
"11543","KY",21,149,"McLean County, Kentucky",1983
"11544","KY",21,151,"Madison County, Kentucky",16792
"11545","KY",21,153,"Magoffin County, Kentucky",3672
"11546","KY",21,155,"Marion County, Kentucky",3784
"11547","KY",21,157,"Marshall County, Kentucky",3287
"11548","KY",21,159,"Martin County, Kentucky",3896
"11549","KY",21,161,"Mason County, Kentucky",3087
"11550","KY",21,163,"Meade County, Kentucky",4810
"11551","KY",21,165,"Menifee County, Kentucky",1851
"11552","KY",21,167,"Mercer County, Kentucky",3862
