"","State","StateFIPS","CountyFIPS","AreaName","Poverty"
"11553","KY",21,169,"Metcalfe County, Kentucky",2158
"11554","KY",21,171,"Monroe County, Kentucky",2937
"11555","KY",21,173,"Montgomery County, Kentucky",6956
"11556","KY",21,175,"Morgan County, Kentucky",3249
"11557","KY",21,177,"Muhlenberg County, Kentucky",6000
"11558","KY",21,179,"Nelson County, Kentucky",7072
"11559","KY",21,181,"Nicholas County, Kentucky",1624
"11560","KY",21,183,"Ohio County, Kentucky",5208
"11561","KY",21,185,"Oldham County, Kentucky",3503
"11562","KY",21,187,"Owen County, Kentucky",1780
"11563","KY",21,189,"Owsley County, Kentucky",1710
"11564","KY",21,191,"Pendleton County, Kentucky",2188
"11565","KY",21,193,"Perry County, Kentucky",6894
"11566","KY",21,195,"Pike County, Kentucky",14256
"11567","KY",21,197,"Powell County, Kentucky",3392
"11568","KY",21,199,"Pulaski County, Kentucky",16497
"11569","KY",21,201,"Robertson County, Kentucky",473
"11570","KY",21,203,"Rockcastle County, Kentucky",4105
"11571","KY",21,205,"Rowan County, Kentucky",5410
"11572","KY",21,207,"Russell County, Kentucky",4475
"11573","KY",21,209,"Scott County, Kentucky",5332
"11574","KY",21,211,"Shelby County, Kentucky",5566
"11575","KY",21,213,"Simpson County, Kentucky",3473
"11576","KY",21,215,"Spencer County, Kentucky",1466
"11577","KY",21,217,"Taylor County, Kentucky",5658
"11578","KY",21,219,"Todd County, Kentucky",2277
"11579","KY",21,221,"Trigg County, Kentucky",2500
"11580","KY",21,223,"Trimble County, Kentucky",1486
"11581","KY",21,225,"Union County, Kentucky",4091
"11582","KY",21,227,"Warren County, Kentucky",21047
"11583","KY",21,229,"Washington County, Kentucky",2034
"11584","KY",21,231,"Wayne County, Kentucky",5477
"11585","KY",21,233,"Webster County, Kentucky",2296
"11586","KY",21,235,"Whitley County, Kentucky",8871
"11587","KY",21,237,"Wolfe County, Kentucky",3058
"11588","KY",21,239,"Woodford County, Kentucky",3259
"12171","LA",22,1,"Acadia Parish, Louisiana",12539
"12172","LA",22,3,"Allen Parish, Louisiana",3501
"12173","LA",22,5,"Ascension Parish, Louisiana",13447
"12174","LA",22,7,"Assumption Parish, Louisiana",3643
"12175","LA",22,9,"Avoyelles Parish, Louisiana",8750
"12176","LA",22,11,"Beauregard Parish, Louisiana",7137
"12177","LA",22,13,"Bienville Parish, Louisiana",3754
"12178","LA",22,15,"Bossier Parish, Louisiana",17303
"12179","LA",22,17,"Caddo Parish, Louisiana",53752
"12180","LA",22,19,"Calcasieu Parish, Louisiana",32864
"12181","LA",22,21,"Caldwell Parish, Louisiana",2053
"12182","LA",22,23,"Cameron Parish, Louisiana",650
"12183","LA",22,25,"Catahoula Parish, Louisiana",1890
"12184","LA",22,27,"Claiborne Parish, Louisiana",4058
"12185","LA",22,29,"Concordia Parish, Louisiana",5598
"12186","LA",22,31,"De Soto Parish, Louisiana",7059
"12187","LA",22,33,"East Baton Rouge Parish, Louisiana",85254
"12188","LA",22,35,"East Carroll Parish, Louisiana",2903
"12189","LA",22,37,"East Feliciana Parish, Louisiana",3317
"12190","LA",22,39,"Evangeline Parish, Louisiana",8373
"12191","LA",22,41,"Franklin Parish, Louisiana",5847
"12192","LA",22,43,"Grant Parish, Louisiana",3460
"12193","LA",22,45,"Iberia Parish, Louisiana",14277
"12194","LA",22,47,"Iberville Parish, Louisiana",5612
"12195","LA",22,49,"Jackson Parish, Louisiana",3981
"12196","LA",22,51,"Jefferson Parish, Louisiana",72319
"12197","LA",22,53,"Jefferson Davis Parish, Louisiana",6462
"12198","LA",22,55,"Lafayette Parish, Louisiana",36346
"12199","LA",22,57,"Lafourche Parish, Louisiana",14117
"12200","LA",22,59,"LaSalle Parish, Louisiana",2857
"12201","LA",22,61,"Lincoln Parish, Louisiana",14146
"12202","LA",22,63,"Livingston Parish, Louisiana",19086
"12203","LA",22,65,"Madison Parish, Louisiana",3962
"12204","LA",22,67,"Morehouse Parish, Louisiana",7432
"12205","LA",22,69,"Natchitoches Parish, Louisiana",11208
"12206","LA",22,71,"Orleans Parish, Louisiana",98823
"12207","LA",22,73,"Ouachita Parish, Louisiana",36312
"12208","LA",22,75,"Plaquemines Parish, Louisiana",3775
"12209","LA",22,77,"Pointe Coupee Parish, Louisiana",4368
"12210","LA",22,79,"Rapides Parish, Louisiana",26645
"12211","LA",22,81,"Red River Parish, Louisiana",1937
"12212","LA",22,83,"Richland Parish, Louisiana",4154
"12213","LA",22,85,"Sabine Parish, Louisiana",4626
"12214","LA",22,87,"St. Bernard Parish, Louisiana",8209
"12215","LA",22,89,"St. Charles Parish, Louisiana",6152
"12216","LA",22,91,"St. Helena Parish, Louisiana",2854
"12217","LA",22,93,"St. James Parish, Louisiana",3841
"12218","LA",22,95,"St. John the Baptist Parish, Louisiana",7893
"12219","LA",22,97,"St. Landry Parish, Louisiana",22970
"12220","LA",22,99,"St. Martin Parish, Louisiana",9388
"12221","LA",22,101,"St. Mary Parish, Louisiana",11746
"12222","LA",22,103,"St. Tammany Parish, Louisiana",27482
"12223","LA",22,105,"Tangipahoa Parish, Louisiana",26962
"12224","LA",22,107,"Tensas Parish, Louisiana",1685
"12225","LA",22,109,"Terrebonne Parish, Louisiana",21627
"12226","LA",22,111,"Union Parish, Louisiana",6166
"12227","LA",22,113,"Vermilion Parish, Louisiana",10379
"12228","LA",22,115,"Vernon Parish, Louisiana",7403
"12229","LA",22,117,"Washington Parish, Louisiana",11811
"12230","LA",22,119,"Webster Parish, Louisiana",9327
"12231","LA",22,121,"West Baton Rouge Parish, Louisiana",4662
"12232","LA",22,123,"West Carroll Parish, Louisiana",2746
"12233","LA",22,125,"West Feliciana Parish, Louisiana",1914
"12234","LA",22,127,"Winn Parish, Louisiana",3466
"12745","MA",25,1,"Barnstable County, Massachusetts",18392
"12746","MA",25,3,"Berkshire County, Massachusetts",16038
"12747","MA",25,5,"Bristol County, Massachusetts",68016
"12748","MA",25,7,"Dukes County, Massachusetts",1970
"12749","MA",25,9,"Essex County, Massachusetts",85417
"12750","MA",25,11,"Franklin County, Massachusetts",8210
"12751","MA",25,13,"Hampden County, Massachusetts",79308
"12752","MA",25,15,"Hampshire County, Massachusetts",20317
"12753","MA",25,17,"Middlesex County, Massachusetts",124958
"12754","MA",25,19,"Nantucket County, Massachusetts",1205
"12755","MA",25,21,"Norfolk County, Massachusetts",44199
"12756","MA",25,23,"Plymouth County, Massachusetts",40309
"12757","MA",25,25,"Suffolk County, Massachusetts",148278
"12758","MA",25,27,"Worcester County, Massachusetts",92288
"13034","MD",24,1,"Allegany County, Maryland",11927
"13035","MD",24,3,"Anne Arundel County, Maryland",31573
"13036","MD",24,5,"Baltimore County, Maryland",75464
"13037","MD",24,9,"Calvert County, Maryland",5207
"13038","MD",24,11,"Caroline County, Maryland",5086
"13039","MD",24,13,"Carroll County, Maryland",9205
"13040","MD",24,15,"Cecil County, Maryland",10179
"13041","MD",24,17,"Charles County, Maryland",11905
"13042","MD",24,19,"Dorchester County, Maryland",5275
"13043","MD",24,21,"Frederick County, Maryland",16204
"13044","MD",24,23,"Garrett County, Maryland",3615
"13045","MD",24,25,"Harford County, Maryland",19854
"13046","MD",24,27,"Howard County, Maryland",15759
"13047","MD",24,29,"Kent County, Maryland",2051
"13048","MD",24,31,"Montgomery County, Maryland",67820
"13049","MD",24,33,"Prince George's County, Maryland",84018
"13050","MD",24,35,"Queen Anne's County, Maryland",3588
"13051","MD",24,37,"St. Mary's County, Maryland",8384
"13052","MD",24,39,"Somerset County, Maryland",4681
"13053","MD",24,41,"Talbot County, Maryland",4202
"13054","MD",24,43,"Washington County, Maryland",18094
"13055","MD",24,45,"Wicomico County, Maryland",15493
"13056","MD",24,47,"Worcester County, Maryland",5567
"13057","MD",24,510,"Baltimore city, Maryland",141654
"13605","ME",23,1,"Androscoggin County, Maine",16332
"13606","ME",23,3,"Aroostook County, Maine",12608
"13607","ME",23,5,"Cumberland County, Maine",32339
"13608","ME",23,7,"Franklin County, Maine",4318
"13609","ME",23,9,"Hancock County, Maine",7196
"13610","ME",23,11,"Kennebec County, Maine",16256
"13611","ME",23,13,"Knox County, Maine",4304
"13612","ME",23,15,"Lincoln County, Maine",4073
"13613","ME",23,17,"Oxford County, Maine",9911
"13614","ME",23,19,"Penobscot County, Maine",24933
"13615","ME",23,21,"Piscataquis County, Maine",3520
"13616","ME",23,23,"Sagadahoc County, Maine",4200
"13617","ME",23,25,"Somerset County, Maine",8907
"13618","ME",23,27,"Waldo County, Maine",6243
"13619","ME",23,29,"Washington County, Maine",5946
"13620","ME",23,31,"York County, Maine",19192
"13769","MI",26,1,"Alcona County, Michigan",1575
"13770","MI",26,3,"Alger County, Michigan",1213
"13771","MI",26,5,"Allegan County, Michigan",14185
"13772","MI",26,7,"Alpena County, Michigan",4898
"13773","MI",26,9,"Antrim County, Michigan",3316
"13774","MI",26,11,"Arenac County, Michigan",3013
"13775","MI",26,13,"Baraga County, Michigan",992
"13776","MI",26,15,"Barry County, Michigan",6377
"13777","MI",26,17,"Bay County, Michigan",15804
"13778","MI",26,19,"Benzie County, Michigan",1989
"13779","MI",26,21,"Berrien County, Michigan",26719
"13780","MI",26,23,"Branch County, Michigan",7310
"13781","MI",26,25,"Calhoun County, Michigan",22931
"13782","MI",26,27,"Cass County, Michigan",7576
"13783","MI",26,29,"Charlevoix County, Michigan",3181
"13784","MI",26,31,"Cheboygan County, Michigan",4595
"13785","MI",26,33,"Chippewa County, Michigan",6485
"13786","MI",26,35,"Clare County, Michigan",7895
"13787","MI",26,37,"Clinton County, Michigan",8933
"13788","MI",26,39,"Crawford County, Michigan",2073
"13789","MI",26,41,"Delta County, Michigan",6227
"13790","MI",26,43,"Dickinson County, Michigan",3523
"13791","MI",26,45,"Eaton County, Michigan",11524
"13792","MI",26,47,"Emmet County, Michigan",3506
"13793","MI",26,49,"Genesee County, Michigan",85696
"13794","MI",26,51,"Gladwin County, Michigan",5211
"13795","MI",26,53,"Gogebic County, Michigan",2859
"13796","MI",26,55,"Grand Traverse County, Michigan",9575
"13797","MI",26,57,"Gratiot County, Michigan",6792
"13798","MI",26,59,"Hillsdale County, Michigan",8982
"13799","MI",26,61,"Houghton County, Michigan",7406
"13800","MI",26,63,"Huron County, Michigan",4486
"13801","MI",26,65,"Ingham County, Michigan",59468
"13802","MI",26,67,"Ionia County, Michigan",9084
"13803","MI",26,69,"Iosco County, Michigan",4395
"13804","MI",26,71,"Iron County, Michigan",1749
"13805","MI",26,73,"Isabella County, Michigan",19390
"13806","MI",26,75,"Jackson County, Michigan",25464
"13807","MI",26,77,"Kalamazoo County, Michigan",45473
"13808","MI",26,79,"Kalkaska County, Michigan",2875
"13809","MI",26,81,"Kent County, Michigan",93489
"13810","MI",26,83,"Keweenaw County, Michigan",336
"13811","MI",26,85,"Lake County, Michigan",3164
"13812","MI",26,87,"Lapeer County, Michigan",9152
"13813","MI",26,89,"Leelanau County, Michigan",2245
"13814","MI",26,91,"Lenawee County, Michigan",13427
"13815","MI",26,93,"Livingston County, Michigan",10895
"13816","MI",26,95,"Luce County, Michigan",1059
"13817","MI",26,97,"Mackinac County, Michigan",1730
"13818","MI",26,99,"Macomb County, Michigan",106546
"13819","MI",26,101,"Manistee County, Michigan",3918
"13820","MI",26,103,"Marquette County, Michigan",10689
"13821","MI",26,105,"Mason County, Michigan",4861
"13822","MI",26,107,"Mecosta County, Michigan",9338
"13823","MI",26,109,"Menominee County, Michigan",3774
"13824","MI",26,111,"Midland County, Michigan",10955
"13825","MI",26,113,"Missaukee County, Michigan",2490
"13826","MI",26,115,"Monroe County, Michigan",16860
"13827","MI",26,117,"Montcalm County, Michigan",10924
"13828","MI",26,119,"Montmorency County, Michigan",1568
"13829","MI",26,121,"Muskegon County, Michigan",31550
"13830","MI",26,123,"Newaygo County, Michigan",8605
"13831","MI",26,125,"Oakland County, Michigan",123086
"13832","MI",26,127,"Oceana County, Michigan",5285
"13833","MI",26,129,"Ogemaw County, Michigan",4537
"13834","MI",26,131,"Ontonagon County, Michigan",967
"13835","MI",26,133,"Osceola County, Michigan",5032
"13836","MI",26,135,"Oscoda County, Michigan",1656
"13837","MI",26,137,"Otsego County, Michigan",3270
"13838","MI",26,139,"Ottawa County, Michigan",27361
"13839","MI",26,141,"Presque Isle County, Michigan",1761
"13840","MI",26,143,"Roscommon County, Michigan",4885
"13841","MI",26,145,"Saginaw County, Michigan",34825
"13842","MI",26,147,"St. Clair County, Michigan",23128
"13843","MI",26,149,"St. Joseph County, Michigan",10319
"13844","MI",26,151,"Sanilac County, Michigan",6522
"13845","MI",26,153,"Schoolcraft County, Michigan",1735
"13846","MI",26,155,"Shiawassee County, Michigan",9790
"13847","MI",26,157,"Tuscola County, Michigan",8317
"13848","MI",26,159,"Van Buren County, Michigan",14029
"13849","MI",26,161,"Washtenaw County, Michigan",51965
"13850","MI",26,163,"Wayne County, Michigan",440449
"13851","MI",26,165,"Wexford County, Michigan",5631
"14605","MN",27,1,"Aitkin County, Minnesota",1937
"14606","MN",27,3,"Anoka County, Minnesota",25925
"14607","MN",27,5,"Becker County, Minnesota",4160
"14608","MN",27,7,"Beltrami County, Minnesota",8118
"14609","MN",27,9,"Benton County, Minnesota",5732
"14610","MN",27,11,"Big Stone County, Minnesota",719
"14611","MN",27,13,"Blue Earth County, Minnesota",11745
"14612","MN",27,15,"Brown County, Minnesota",1887
"14613","MN",27,17,"Carlton County, Minnesota",4727
"14614","MN",27,19,"Carver County, Minnesota",4172
"14615","MN",27,21,"Cass County, Minnesota",4656
"14616","MN",27,23,"Chippewa County, Minnesota",1454
"14617","MN",27,25,"Chisago County, Minnesota",2889
"14618","MN",27,27,"Clay County, Minnesota",7202
"14619","MN",27,29,"Clearwater County, Minnesota",1451
"14620","MN",27,31,"Cook County, Minnesota",588
"14621","MN",27,33,"Cottonwood County, Minnesota",1905
"14622","MN",27,35,"Crow Wing County, Minnesota",7028
"14623","MN",27,37,"Dakota County, Minnesota",31270
"14624","MN",27,39,"Dodge County, Minnesota",1342
"14625","MN",27,41,"Douglas County, Minnesota",3438
"14626","MN",27,43,"Faribault County, Minnesota",1878
"14627","MN",27,45,"Fillmore County, Minnesota",2280
"14628","MN",27,47,"Freeborn County, Minnesota",3679
"14629","MN",27,49,"Goodhue County, Minnesota",5104
"14630","MN",27,51,"Grant County, Minnesota",533
"14631","MN",27,53,"Hennepin County, Minnesota",146382
"14632","MN",27,55,"Houston County, Minnesota",2031
"14633","MN",27,57,"Hubbard County, Minnesota",2368
"14634","MN",27,59,"Isanti County, Minnesota",2802
"14635","MN",27,61,"Itasca County, Minnesota",6018
"14636","MN",27,63,"Jackson County, Minnesota",1085
"14637","MN",27,65,"Kanabec County, Minnesota",2242
"14638","MN",27,67,"Kandiyohi County, Minnesota",4877
"14639","MN",27,69,"Kittson County, Minnesota",474
"14640","MN",27,71,"Koochiching County, Minnesota",1937
"14641","MN",27,73,"Lac qui Parle County, Minnesota",561
"14642","MN",27,75,"Lake County, Minnesota",1364
"14643","MN",27,77,"Lake of the Woods County, Minnesota",363
"14644","MN",27,79,"Le Sueur County, Minnesota",2482
"14645","MN",27,81,"Lincoln County, Minnesota",524
"14646","MN",27,83,"Lyon County, Minnesota",3456
"14647","MN",27,85,"McLeod County, Minnesota",2866
"14648","MN",27,87,"Mahnomen County, Minnesota",1350
"14649","MN",27,89,"Marshall County, Minnesota",734
"14650","MN",27,91,"Martin County, Minnesota",2286
"14651","MN",27,93,"Meeker County, Minnesota",2282
"14652","MN",27,95,"Mille Lacs County, Minnesota",3080
"14653","MN",27,97,"Morrison County, Minnesota",3687
"14654","MN",27,99,"Mower County, Minnesota",5410
"14655","MN",27,101,"Murray County, Minnesota",771
"14656","MN",27,103,"Nicollet County, Minnesota",3814
"14657","MN",27,105,"Nobles County, Minnesota",3320
"14658","MN",27,107,"Norman County, Minnesota",846
"14659","MN",27,109,"Olmsted County, Minnesota",13237
"14660","MN",27,111,"Otter Tail County, Minnesota",5635
"14661","MN",27,113,"Pennington County, Minnesota",1286
"14662","MN",27,115,"Pine County, Minnesota",4015
"14663","MN",27,117,"Pipestone County, Minnesota",1182
"14664","MN",27,119,"Polk County, Minnesota",3987
"14665","MN",27,121,"Pope County, Minnesota",1011
"14666","MN",27,123,"Ramsey County, Minnesota",84589
"14667","MN",27,125,"Red Lake County, Minnesota",431
"14668","MN",27,127,"Redwood County, Minnesota",1825
"14669","MN",27,129,"Renville County, Minnesota",1646
"14670","MN",27,131,"Rice County, Minnesota",6469
"14671","MN",27,133,"Rock County, Minnesota",1067
"14672","MN",27,135,"Roseau County, Minnesota",1637
"14673","MN",27,137,"St. Louis County, Minnesota",30869
"14674","MN",27,139,"Scott County, Minnesota",7747
"14675","MN",27,141,"Sherburne County, Minnesota",6966
"14676","MN",27,143,"Sibley County, Minnesota",1584
"14677","MN",27,145,"Stearns County, Minnesota",19570
"14678","MN",27,147,"Steele County, Minnesota",3721
"14679","MN",27,149,"Stevens County, Minnesota",1727
"14680","MN",27,151,"Swift County, Minnesota",1167
"14681","MN",27,153,"Todd County, Minnesota",3548
"14682","MN",27,155,"Traverse County, Minnesota",341
"14683","MN",27,157,"Wabasha County, Minnesota",1547
"14684","MN",27,159,"Wadena County, Minnesota",2211
"14685","MN",27,161,"Waseca County, Minnesota",1544
"14686","MN",27,163,"Washington County, Minnesota",13109
"14687","MN",27,165,"Watonwan County, Minnesota",1182
"14688","MN",27,167,"Wilkin County, Minnesota",627
"14689","MN",27,169,"Winona County, Minnesota",6933
"14690","MN",27,171,"Wright County, Minnesota",7846
"14691","MN",27,173,"Yellow Medicine County, Minnesota",1175
"15639","MO",29,1,"Adair County, Missouri",6105
"15640","MO",29,3,"Andrew County, Missouri",1531
"15641","MO",29,5,"Atchison County, Missouri",693
"15642","MO",29,7,"Audrain County, Missouri",4401
"15643","MO",29,9,"Barry County, Missouri",7072
"15644","MO",29,11,"Barton County, Missouri",2910
"15645","MO",29,13,"Bates County, Missouri",2996
"15646","MO",29,15,"Benton County, Missouri",3540
"15647","MO",29,17,"Bollinger County, Missouri",2654
"15648","MO",29,19,"Boone County, Missouri",31824
"15649","MO",29,21,"Buchanan County, Missouri",15456
"15650","MO",29,23,"Butler County, Missouri",8942
"15651","MO",29,25,"Caldwell County, Missouri",1186
"15652","MO",29,27,"Callaway County, Missouri",5865
"15653","MO",29,29,"Camden County, Missouri",7516
"15654","MO",29,31,"Cape Girardeau County, Missouri",13626
"15655","MO",29,33,"Carroll County, Missouri",1273
"15656","MO",29,35,"Carter County, Missouri",1319
"15657","MO",29,37,"Cass County, Missouri",9805
"15658","MO",29,39,"Cedar County, Missouri",3381
"15659","MO",29,41,"Chariton County, Missouri",1213
"15660","MO",29,43,"Christian County, Missouri",8879
"15661","MO",29,45,"Clark County, Missouri",928
"15662","MO",29,47,"Clay County, Missouri",20137
"15663","MO",29,49,"Clinton County, Missouri",1856
"15664","MO",29,51,"Cole County, Missouri",9237
"15665","MO",29,53,"Cooper County, Missouri",2354
"15666","MO",29,55,"Crawford County, Missouri",5093
"15667","MO",29,57,"Dade County, Missouri",1473
"15668","MO",29,59,"Dallas County, Missouri",3577
"15669","MO",29,61,"Daviess County, Missouri",1340
"15670","MO",29,63,"DeKalb County, Missouri",1391
"15671","MO",29,65,"Dent County, Missouri",3642
"15672","MO",29,67,"Douglas County, Missouri",2941
"15673","MO",29,69,"Dunklin County, Missouri",8536
"15674","MO",29,71,"Franklin County, Missouri",11941
"15675","MO",29,73,"Gasconade County, Missouri",2316
"15676","MO",29,75,"Gentry County, Missouri",1119
"15677","MO",29,77,"Greene County, Missouri",51533
"15678","MO",29,79,"Grundy County, Missouri",2020
"15679","MO",29,81,"Harrison County, Missouri",1485
"15680","MO",29,83,"Henry County, Missouri",4131
"15681","MO",29,85,"Hickory County, Missouri",2394
"15682","MO",29,87,"Holt County, Missouri",555
"15683","MO",29,89,"Howard County, Missouri",1587
"15684","MO",29,91,"Howell County, Missouri",9158
"15685","MO",29,93,"Iron County, Missouri",2293
"15686","MO",29,95,"Jackson County, Missouri",119678
"15687","MO",29,97,"Jasper County, Missouri",19556
"15688","MO",29,99,"Jefferson County, Missouri",23937
"15689","MO",29,101,"Johnson County, Missouri",8407
"15690","MO",29,103,"Knox County, Missouri",823
"15691","MO",29,105,"Laclede County, Missouri",6816
"15692","MO",29,107,"Lafayette County, Missouri",3706
"15693","MO",29,109,"Lawrence County, Missouri",7052
"15694","MO",29,111,"Lewis County, Missouri",1215
"15695","MO",29,113,"Lincoln County, Missouri",7980
"15696","MO",29,115,"Linn County, Missouri",2196
"15697","MO",29,117,"Livingston County, Missouri",2273
"15698","MO",29,119,"McDonald County, Missouri",4876
"15699","MO",29,121,"Macon County, Missouri",2895
"15700","MO",29,123,"Madison County, Missouri",2238
"15701","MO",29,125,"Maries County, Missouri",1721
"15702","MO",29,127,"Marion County, Missouri",5020
"15703","MO",29,129,"Mercer County, Missouri",584
"15704","MO",29,131,"Miller County, Missouri",4942
"15705","MO",29,133,"Mississippi County, Missouri",3642
"15706","MO",29,135,"Moniteau County, Missouri",1885
"15707","MO",29,137,"Monroe County, Missouri",1260
"15708","MO",29,139,"Montgomery County, Missouri",2025
"15709","MO",29,141,"Morgan County, Missouri",4757
"15710","MO",29,143,"New Madrid County, Missouri",4094
"15711","MO",29,145,"Newton County, Missouri",8377
"15712","MO",29,147,"Nodaway County, Missouri",5682
"15713","MO",29,149,"Oregon County, Missouri",2824
"15714","MO",29,151,"Osage County, Missouri",1139
"15715","MO",29,153,"Ozark County, Missouri",2292
"15716","MO",29,155,"Pemiscot County, Missouri",5068
"15717","MO",29,157,"Perry County, Missouri",1798
"15718","MO",29,159,"Pettis County, Missouri",7484
"15719","MO",29,161,"Phelps County, Missouri",8137
"15720","MO",29,163,"Pike County, Missouri",2482
"15721","MO",29,165,"Platte County, Missouri",7106
"15722","MO",29,167,"Polk County, Missouri",5515
"15723","MO",29,169,"Pulaski County, Missouri",5781
"15724","MO",29,171,"Putnam County, Missouri",926
"15725","MO",29,173,"Ralls County, Missouri",1254
"15726","MO",29,175,"Randolph County, Missouri",4395
"15727","MO",29,177,"Ray County, Missouri",3598
"15728","MO",29,179,"Reynolds County, Missouri",1361
"15729","MO",29,181,"Ripley County, Missouri",3167
"15730","MO",29,183,"St. Charles County, Missouri",23022
"15731","MO",29,185,"St. Clair County, Missouri",2156
"15732","MO",29,186,"Ste. Genevieve County, Missouri",2540
"15733","MO",29,187,"St. Francois County, Missouri",11138
"15734","MO",29,189,"St. Louis County, Missouri",106821
"15735","MO",29,195,"Saline County, Missouri",3808
"15736","MO",29,197,"Schuyler County, Missouri",914
"15737","MO",29,199,"Scotland County, Missouri",730
"15738","MO",29,201,"Scott County, Missouri",7492
"15739","MO",29,203,"Shannon County, Missouri",1938
"15740","MO",29,205,"Shelby County, Missouri",1092
"15741","MO",29,207,"Stoddard County, Missouri",4583
"15742","MO",29,209,"Stone County, Missouri",5147
"15743","MO",29,211,"Sullivan County, Missouri",1066
"15744","MO",29,213,"Taney County, Missouri",9825
"15745","MO",29,215,"Texas County, Missouri",5214
"15746","MO",29,217,"Vernon County, Missouri",3764
"15747","MO",29,219,"Warren County, Missouri",4507
"15748","MO",29,221,"Washington County, Missouri",5030
"15749","MO",29,223,"Wayne County, Missouri",2960
"15750","MO",29,225,"Webster County, Missouri",6733
"15751","MO",29,227,"Worth County, Missouri",294
"15752","MO",29,229,"Wright County, Missouri",4594
"15753","MO",29,510,"St. Louis city, Missouri",83416
"16835","MS",28,1,"Adams County, Mississippi",8898
"16836","MS",28,3,"Alcorn County, Mississippi",7752
"16837","MS",28,5,"Amite County, Mississippi",2852
"16838","MS",28,7,"Attala County, Mississippi",4908
"16839","MS",28,9,"Benton County, Mississippi",1764
"16840","MS",28,11,"Bolivar County, Mississippi",11900
"16841","MS",28,13,"Calhoun County, Mississippi",3763
"16842","MS",28,15,"Carroll County, Mississippi",2086
"16843","MS",28,17,"Chickasaw County, Mississippi",4493
"16844","MS",28,19,"Choctaw County, Mississippi",2147
"16845","MS",28,21,"Claiborne County, Mississippi",3685
"16846","MS",28,23,"Clarke County, Mississippi",3460
"16847","MS",28,25,"Clay County, Mississippi",5302
"16848","MS",28,27,"Coahoma County, Mississippi",8420
"16849","MS",28,29,"Copiah County, Mississippi",7629
"16850","MS",28,31,"Covington County, Mississippi",5162
"16851","MS",28,33,"DeSoto County, Mississippi",16338
"16852","MS",28,35,"Forrest County, Mississippi",20179
"16853","MS",28,37,"Franklin County, Mississippi",1464
"16854","MS",28,39,"George County, Mississippi",4154
"16855","MS",28,41,"Greene County, Mississippi",1566
"16856","MS",28,43,"Grenada County, Mississippi",4733
"16857","MS",28,45,"Hancock County, Mississippi",9807
"16858","MS",28,47,"Harrison County, Mississippi",39569
"16859","MS",28,49,"Hinds County, Mississippi",61498
"16860","MS",28,51,"Holmes County, Mississippi",7860
"16861","MS",28,53,"Humphreys County, Mississippi",3508
"16862","MS",28,55,"Issaquena County, Mississippi",411
"16863","MS",28,57,"Itawamba County, Mississippi",4207
"16864","MS",28,59,"Jackson County, Mississippi",21400
"16865","MS",28,61,"Jasper County, Mississippi",3944
"16866","MS",28,63,"Jefferson County, Mississippi",3490
"16867","MS",28,65,"Jefferson Davis County, Mississippi",4028
"16868","MS",28,67,"Jones County, Mississippi",15197
"16869","MS",28,69,"Kemper County, Mississippi",2841
"16870","MS",28,71,"Lafayette County, Mississippi",11903
"16871","MS",28,73,"Lamar County, Mississippi",9748
"16872","MS",28,75,"Lauderdale County, Mississippi",17325
"16873","MS",28,77,"Lawrence County, Mississippi",2769
"16874","MS",28,79,"Leake County, Mississippi",6034
"16875","MS",28,81,"Lee County, Mississippi",15327
"16876","MS",28,83,"Leflore County, Mississippi",12558
"16877","MS",28,85,"Lincoln County, Mississippi",9091
"16878","MS",28,87,"Lowndes County, Mississippi",13675
"16879","MS",28,89,"Madison County, Mississippi",13287
"16880","MS",28,91,"Marion County, Mississippi",7156
"16881","MS",28,93,"Marshall County, Mississippi",6513
"16882","MS",28,95,"Monroe County, Mississippi",7123
"16883","MS",28,97,"Montgomery County, Mississippi",3058
"16884","MS",28,99,"Neshoba County, Mississippi",6957
"16885","MS",28,101,"Newton County, Mississippi",4737
"16886","MS",28,103,"Noxubee County, Mississippi",3953
"16887","MS",28,105,"Oktibbeha County, Mississippi",14780
"16888","MS",28,107,"Panola County, Mississippi",7793
"16889","MS",28,109,"Pearl River County, Mississippi",11590
"16890","MS",28,111,"Perry County, Mississippi",2287
"16891","MS",28,113,"Pike County, Mississippi",11334
"16892","MS",28,115,"Pontotoc County, Mississippi",4903
"16893","MS",28,117,"Prentiss County, Mississippi",5112
"16894","MS",28,119,"Quitman County, Mississippi",2982
"16895","MS",28,121,"Rankin County, Mississippi",14067
"16896","MS",28,123,"Scott County, Mississippi",7743
"16897","MS",28,125,"Sharkey County, Mississippi",1380
"16898","MS",28,127,"Simpson County, Mississippi",6985
"16899","MS",28,129,"Smith County, Mississippi",3813
"16900","MS",28,131,"Stone County, Mississippi",3103
"16901","MS",28,133,"Sunflower County, Mississippi",8458
"16902","MS",28,135,"Tallahatchie County, Mississippi",2609
"16903","MS",28,137,"Tate County, Mississippi",4656
"16904","MS",28,139,"Tippah County, Mississippi",5311
"16905","MS",28,141,"Tishomingo County, Mississippi",3146
"16906","MS",28,143,"Tunica County, Mississippi",2824
"16907","MS",28,145,"Union County, Mississippi",6170
"16908","MS",28,147,"Walthall County, Mississippi",4199
"16909","MS",28,149,"Warren County, Mississippi",10768
"16910","MS",28,151,"Washington County, Mississippi",17586
"16911","MS",28,153,"Wayne County, Mississippi",5509
"16912","MS",28,155,"Webster County, Mississippi",2243
