,State,StateFIPS,CountyFIPS,AreaName,Median Income
6847,IA,19,9,"Audubon County, Iowa",46979
6848,IA,19,11,"Benton County, Iowa",60606
6849,IA,19,13,"Black Hawk County, Iowa",48369
6850,IA,19,15,"Boone County, Iowa",52985
6851,IA,19,17,"Bremer County, Iowa",62163
6852,IA,19,19,"Buchanan County, Iowa",56150
6853,IA,19,21,"Buena Vista County, Iowa",48195
6854,IA,19,23,"Butler County, Iowa",52360
6855,IA,19,25,"Calhoun County, Iowa",44921
6856,IA,19,27,"Carroll County, Iowa",50559
6857,IA,19,29,"Cass County, Iowa",43750
6858,IA,19,31,"Cedar County, Iowa",59047
6859,IA,19,33,"Cerro Gordo County, Iowa",46122
6860,IA,19,35,"Cherokee County, Iowa",48599
6861,IA,19,37,"Chickasaw County, Iowa",47040
6862,IA,19,39,"Clarke County, Iowa",43327
6863,IA,19,41,"Clay County, Iowa",50389
6864,IA,19,43,"Clayton County, Iowa",48007
6865,IA,19,45,"Clinton County, Iowa",50498
6866,IA,19,47,"Crawford County, Iowa",48084
6867,IA,19,49,"Dallas County, Iowa",76320
6868,IA,19,51,"Davis County, Iowa",48888
6869,IA,19,53,"Decatur County, Iowa",38560
6870,IA,19,55,"Delaware County, Iowa",58274
6871,IA,19,57,"Des Moines County, Iowa",44423
6872,IA,19,59,"Dickinson County, Iowa",57265
6873,IA,19,61,"Dubuque County, Iowa",54605
6874,IA,19,63,"Emmet County, Iowa",47795
6875,IA,19,65,"Fayette County, Iowa",44928
6876,IA,19,67,"Floyd County, Iowa",44797
6877,IA,19,69,"Franklin County, Iowa",48605
6878,IA,19,71,"Fremont County, Iowa",53324
6879,IA,19,73,"Greene County, Iowa",46898
6880,IA,19,75,"Grundy County, Iowa",56750
6881,IA,19,77,"Guthrie County, Iowa",51013
6882,IA,19,79,"Hamilton County, Iowa",49813
6883,IA,19,81,"Hancock County, Iowa",52981
6884,IA,19,83,"Hardin County, Iowa",51019
6885,IA,19,85,"Harrison County, Iowa",53567
6886,IA,19,87,"Henry County, Iowa",49321
6887,IA,19,89,"Howard County, Iowa",49869
6888,IA,19,91,"Humboldt County, Iowa",47252
6889,IA,19,93,"Ida County, Iowa",46993
6890,IA,19,95,"Iowa County, Iowa",59375
6891,IA,19,97,"Jackson County, Iowa",49028
6892,IA,19,99,"Jasper County, Iowa",55033
6893,IA,19,101,"Jefferson County, Iowa",42899
6894,IA,19,103,"Johnson County, Iowa",55700
6895,IA,19,105,"Jones County, Iowa",55060
6896,IA,19,107,"Keokuk County, Iowa",43838
6897,IA,19,109,"Kossuth County, Iowa",51496
6898,IA,19,111,"Lee County, Iowa",43312
6899,IA,19,113,"Linn County, Iowa",59322
6900,IA,19,115,"Louisa County, Iowa",51144
6901,IA,19,117,"Lucas County, Iowa",43962
6902,IA,19,119,"Lyon County, Iowa",57130
6903,IA,19,121,"Madison County, Iowa",60060
6904,IA,19,123,"Mahaska County, Iowa",48726
6905,IA,19,125,"Marion County, Iowa",54693
6906,IA,19,127,"Marshall County, Iowa",53351
6907,IA,19,129,"Mills County, Iowa",63979
6908,IA,19,131,"Mitchell County, Iowa",49488
6909,IA,19,133,"Monona County, Iowa",40302
6910,IA,19,135,"Monroe County, Iowa",46304
6911,IA,19,137,"Montgomery County, Iowa",42418
6912,IA,19,139,"Muscatine County, Iowa",53676
6913,IA,19,141,"O'Brien County, Iowa",55227
6914,IA,19,143,"Osceola County, Iowa",49448
6915,IA,19,145,"Page County, Iowa",43912
6916,IA,19,147,"Palo Alto County, Iowa",47113
6917,IA,19,149,"Plymouth County, Iowa",57130
6918,IA,19,151,"Pocahontas County, Iowa",45069
6919,IA,19,153,"Polk County, Iowa",60061
6920,IA,19,155,"Pottawattamie County, Iowa",51976
6921,IA,19,157,"Poweshiek County, Iowa",51006
6922,IA,19,159,"Ringgold County, Iowa",47042
6923,IA,19,161,"Sac County, Iowa",49572
6924,IA,19,163,"Scott County, Iowa",55114
6925,IA,19,165,"Shelby County, Iowa",50952
6926,IA,19,167,"Sioux County, Iowa",61627
6927,IA,19,169,"Story County, Iowa",50438
6928,IA,19,171,"Tama County, Iowa",55203
6929,IA,19,173,"Taylor County, Iowa",44246
6930,IA,19,175,"Union County, Iowa",44351
6931,IA,19,177,"Van Buren County, Iowa",45111
6932,IA,19,179,"Wapello County, Iowa",42095
6933,IA,19,181,"Warren County, Iowa",64447
6934,IA,19,183,"Washington County, Iowa",56390
6935,IA,19,185,"Wayne County, Iowa",43358
6936,IA,19,187,"Webster County, Iowa",42408
6937,IA,19,189,"Winnebago County, Iowa",47668
6938,IA,19,191,"Winneshiek County, Iowa",54429
6939,IA,19,193,"Woodbury County, Iowa",46720
6940,IA,19,195,"Worth County, Iowa",48459
6941,IA,19,197,"Wright County, Iowa",43698
7990,ID,16,1,"Ada County, Idaho",56356
7991,ID,16,3,"Adams County, Idaho",39565
7992,ID,16,5,"Bannock County, Idaho",43779
7993,ID,16,7,"Bear Lake County, Idaho",48654
7994,ID,16,9,"Benewah County, Idaho",39863
7995,ID,16,11,"Bingham County, Idaho",50155
7996,ID,16,13,"Blaine County, Idaho",60088
7997,ID,16,15,"Boise County, Idaho",44238
7998,ID,16,17,"Bonner County, Idaho",42171
7999,ID,16,19,"Bonneville County, Idaho",50762
8000,ID,16,21,"Boundary County, Idaho",38961
8001,ID,16,23,"Butte County, Idaho",37891
8002,ID,16,25,"Camas County, Idaho",42614
8003,ID,16,27,"Canyon County, Idaho",42888
8004,ID,16,29,"Caribou County, Idaho",58021
8005,ID,16,31,"Cassia County, Idaho",45695
8006,ID,16,33,"Clark County, Idaho",33672
8007,ID,16,35,"Clearwater County, Idaho",38837
8008,ID,16,37,"Custer County, Idaho",39457
8009,ID,16,39,"Elmore County, Idaho",43848
8010,ID,16,41,"Franklin County, Idaho",48133
8011,ID,16,43,"Fremont County, Idaho",47988
8012,ID,16,45,"Gem County, Idaho",40828
8013,ID,16,47,"Gooding County, Idaho",39930
8014,ID,16,49,"Idaho County, Idaho",38191
8015,ID,16,51,"Jefferson County, Idaho",51171
8016,ID,16,53,"Jerome County, Idaho",41630
8017,ID,16,55,"Kootenai County, Idaho",49403
8018,ID,16,57,"Latah County, Idaho",42439
8019,ID,16,59,"Lemhi County, Idaho",34329
8020,ID,16,61,"Lewis County, Idaho",36505
8021,ID,16,63,"Lincoln County, Idaho",43273
8022,ID,16,65,"Madison County, Idaho",32233
8023,ID,16,67,"Minidoka County, Idaho",44853
8024,ID,16,69,"Nez Perce County, Idaho",48160
8025,ID,16,71,"Oneida County, Idaho",41338
8026,ID,16,73,"Owyhee County, Idaho",33440
8027,ID,16,75,"Payette County, Idaho",44257
8028,ID,16,77,"Power County, Idaho",44779
8029,ID,16,79,"Shoshone County, Idaho",37665
8030,ID,16,81,"Teton County, Idaho",53474
8031,ID,16,83,"Twin Falls County, Idaho",44048
8032,ID,16,85,"Valley County, Idaho",48384
8033,ID,16,87,"Washington County, Idaho",34775
8291,IL,17,1,"Adams County, Illinois",45965
8292,IL,17,3,"Alexander County, Illinois",27265
8293,IL,17,5,"Bond County, Illinois",47946
8294,IL,17,7,"Boone County, Illinois",58248
8295,IL,17,9,"Brown County, Illinois",50739
8296,IL,17,11,"Bureau County, Illinois",50423
8297,IL,17,13,"Calhoun County, Illinois",53869
8298,IL,17,15,"Carroll County, Illinois",48631
8299,IL,17,17,"Cass County, Illinois",47434
8300,IL,17,19,"Champaign County, Illinois",46495
8301,IL,17,21,"Christian County, Illinois",45334
8302,IL,17,23,"Clark County, Illinois",50517
8303,IL,17,25,"Clay County, Illinois",44209
8304,IL,17,27,"Clinton County, Illinois",63236
8305,IL,17,29,"Coles County, Illinois",39588
8306,IL,17,31,"Cook County, Illinois",55251
8307,IL,17,33,"Crawford County, Illinois",47468
8308,IL,17,35,"Cumberland County, Illinois",46061
8309,IL,17,37,"DeKalb County, Illinois",54101
8310,IL,17,39,"De Witt County, Illinois",53959
8311,IL,17,41,"Douglas County, Illinois",51810
8312,IL,17,43,"DuPage County, Illinois",79658
8313,IL,17,45,"Edgar County, Illinois",45691
8314,IL,17,47,"Edwards County, Illinois",44497
8315,IL,17,49,"Effingham County, Illinois",52224
8316,IL,17,51,"Fayette County, Illinois",43944
8317,IL,17,53,"Ford County, Illinois",49947
8318,IL,17,55,"Franklin County, Illinois",39512
8319,IL,17,57,"Fulton County, Illinois",46083
8320,IL,17,59,"Gallatin County, Illinois",39636
8321,IL,17,61,"Greene County, Illinois",42565
8322,IL,17,63,"Grundy County, Illinois",65887
8323,IL,17,65,"Hamilton County, Illinois",44159
8324,IL,17,67,"Hancock County, Illinois",47699
8325,IL,17,69,"Hardin County, Illinois",38838
8326,IL,17,71,"Henderson County, Illinois",47672
8327,IL,17,73,"Henry County, Illinois",53480
8328,IL,17,75,"Iroquois County, Illinois",47834
8329,IL,17,77,"Jackson County, Illinois",33871
8330,IL,17,79,"Jasper County, Illinois",54209
8331,IL,17,81,"Jefferson County, Illinois",43247
8332,IL,17,83,"Jersey County, Illinois",53271
8333,IL,17,85,"Jo Daviess County, Illinois",53221
8334,IL,17,87,"Johnson County, Illinois",42287
8335,IL,17,89,"Kane County, Illinois",70696
8336,IL,17,91,"Kankakee County, Illinois",52110
8337,IL,17,93,"Kendall County, Illinois",84385
8338,IL,17,95,"Knox County, Illinois",39976
8339,IL,17,97,"Lake County, Illinois",78026
8340,IL,17,99,"LaSalle County, Illinois",50633
8341,IL,17,101,"Lawrence County, Illinois",40841
8342,IL,17,103,"Lee County, Illinois",52379
8343,IL,17,105,"Livingston County, Illinois",54254
8344,IL,17,107,"Logan County, Illinois",50539
8345,IL,17,109,"McDonough County, Illinois",40314
8346,IL,17,111,"McHenry County, Illinois",77222
8347,IL,17,113,"McLean County, Illinois",62211
8348,IL,17,115,"Macon County, Illinois",47176
8349,IL,17,117,"Macoupin County, Illinois",51206
8350,IL,17,119,"Madison County, Illinois",53431
8351,IL,17,121,"Marion County, Illinois",42238
8352,IL,17,123,"Marshall County, Illinois",53423
8353,IL,17,125,"Mason County, Illinois",41567
8354,IL,17,127,"Massac County, Illinois",40977
8355,IL,17,129,"Menard County, Illinois",60486
8356,IL,17,131,"Mercer County, Illinois",54757
8357,IL,17,133,"Monroe County, Illinois",70859
8358,IL,17,135,"Montgomery County, Illinois",46966
8359,IL,17,137,"Morgan County, Illinois",45978
8360,IL,17,139,"Moultrie County, Illinois",49681
8361,IL,17,141,"Ogle County, Illinois",54849
8362,IL,17,143,"Peoria County, Illinois",51147
8363,IL,17,145,"Perry County, Illinois",42478
8364,IL,17,147,"Piatt County, Illinois",66261
8365,IL,17,149,"Pike County, Illinois",40588
8366,IL,17,151,"Pope County, Illinois",39223
8367,IL,17,153,"Pulaski County, Illinois",31980
8368,IL,17,155,"Putnam County, Illinois",56358
8369,IL,17,157,"Randolph County, Illinois",48158
8370,IL,17,159,"Richland County, Illinois",44127
8371,IL,17,161,"Rock Island County, Illinois",48817
8372,IL,17,163,"St. Clair County, Illinois",49895
8373,IL,17,165,"Saline County, Illinois",38258
8374,IL,17,167,"Sangamon County, Illinois",56167
8375,IL,17,169,"Schuyler County, Illinois",47723
8376,IL,17,171,"Scott County, Illinois",47222
8377,IL,17,173,"Shelby County, Illinois",47850
8378,IL,17,175,"Stark County, Illinois",50085
8379,IL,17,177,"Stephenson County, Illinois",45331
8380,IL,17,179,"Tazewell County, Illinois",58194
8381,IL,17,181,"Union County, Illinois",42606
8382,IL,17,183,"Vermilion County, Illinois",42977
8383,IL,17,185,"Wabash County, Illinois",47491
8384,IL,17,187,"Warren County, Illinois",43699
8385,IL,17,189,"Washington County, Illinois",53202
8386,IL,17,191,"Wayne County, Illinois",44993
8387,IL,17,193,"White County, Illinois",44648
8388,IL,17,195,"Whiteside County, Illinois",47401
8389,IL,17,197,"Will County, Illinois",76101
8390,IL,17,199,"Williamson County, Illinois",44453
8391,IL,17,201,"Winnebago County, Illinois",48225
8392,IL,17,203,"Woodford County, Illinois",65852
9824,IN,18,1,"Adams County, Indiana",48188
9825,IN,18,3,"Allen County, Indiana",49092
9826,IN,18,5,"Bartholomew County, Indiana",55050
9827,IN,18,7,"Benton County, Indiana",47046
9828,IN,18,9,"Blackford County, Indiana",38190
9829,IN,18,11,"Boone County, Indiana",67552
9830,IN,18,13,"Brown County, Indiana",54615
9831,IN,18,15,"Carroll County, Indiana",52005
9832,IN,18,17,"Cass County, Indiana",42290
9833,IN,18,19,"Clark County, Indiana",51699
9834,IN,18,21,"Clay County, Indiana",47602
9835,IN,18,23,"Clinton County, Indiana",48478
9836,IN,18,25,"Crawford County, Indiana",38695
9837,IN,18,27,"Daviess County, Indiana",47342
9838,IN,18,29,"Dearborn County, Indiana",58680
9839,IN,18,31,"Decatur County, Indiana",49799
9840,IN,18,33,"DeKalb County, Indiana",48341
9841,IN,18,35,"Delaware County, Indiana",38830
9842,IN,18,37,"Dubois County, Indiana",53513
9843,IN,18,39,"Elkhart County, Indiana",47913
9844,IN,18,41,"Fayette County, Indiana",39379
9845,IN,18,43,"Floyd County, Indiana",54914
9846,IN,18,45,"Fountain County, Indiana",46760
9847,IN,18,47,"Franklin County, Indiana",51748
9848,IN,18,49,"Fulton County, Indiana",45332
9849,IN,18,51,"Gibson County, Indiana",48303
9850,IN,18,53,"Grant County, Indiana",40294
9851,IN,18,55,"Greene County, Indiana",45397
9852,IN,18,57,"Hamilton County, Indiana",86222
9853,IN,18,59,"Hancock County, Indiana",66606
9854,IN,18,61,"Harrison County, Indiana",52128
9855,IN,18,63,"Hendricks County, Indiana",70163
9856,IN,18,65,"Henry County, Indiana",41855
9857,IN,18,67,"Howard County, Indiana",44226
9858,IN,18,69,"Huntington County, Indiana",46945
9859,IN,18,71,"Jackson County, Indiana",47000
9860,IN,18,73,"Jasper County, Indiana",55374
9861,IN,18,75,"Jay County, Indiana",41021
9862,IN,18,77,"Jefferson County, Indiana",45718
9863,IN,18,79,"Jennings County, Indiana",44736
9864,IN,18,81,"Johnson County, Indiana",62147
9865,IN,18,83,"Knox County, Indiana",42725
9866,IN,18,85,"Kosciusko County, Indiana",52821
9867,IN,18,87,"LaGrange County, Indiana",49964
9868,IN,18,89,"Lake County, Indiana",50135
9869,IN,18,91,"LaPorte County, Indiana",46872
9870,IN,18,93,"Lawrence County, Indiana",45875
9871,IN,18,95,"Madison County, Indiana",44195
9872,IN,18,97,"Marion County, Indiana",42168
9873,IN,18,99,"Marshall County, Indiana",48485
9874,IN,18,101,"Martin County, Indiana",44589
9875,IN,18,103,"Miami County, Indiana",45184
9876,IN,18,105,"Monroe County, Indiana",42404
9877,IN,18,107,"Montgomery County, Indiana",48213
9878,IN,18,109,"Morgan County, Indiana",55432
9879,IN,18,111,"Newton County, Indiana",46895
9880,IN,18,113,"Noble County, Indiana",49331
9881,IN,18,115,"Ohio County, Indiana",48780
9882,IN,18,117,"Orange County, Indiana",39812
9883,IN,18,119,"Owen County, Indiana",43948
9884,IN,18,121,"Parke County, Indiana",40781
9885,IN,18,123,"Perry County, Indiana",47470
9886,IN,18,125,"Pike County, Indiana",44399
9887,IN,18,127,"Porter County, Indiana",63926
9888,IN,18,129,"Posey County, Indiana",58101
9889,IN,18,131,"Pulaski County, Indiana",43836
9890,IN,18,133,"Putnam County, Indiana",51355
9891,IN,18,135,"Randolph County, Indiana",40810
9892,IN,18,137,"Ripley County, Indiana",51170
9893,IN,18,139,"Rush County, Indiana",45121
9894,IN,18,141,"St. Joseph County, Indiana",45471
9895,IN,18,143,"Scott County, Indiana",44442
9896,IN,18,145,"Shelby County, Indiana",53584
9897,IN,18,147,"Spencer County, Indiana",55247
9898,IN,18,149,"Starke County, Indiana",42208
9899,IN,18,151,"Steuben County, Indiana",48472
9900,IN,18,153,"Sullivan County, Indiana",45023
9901,IN,18,155,"Switzerland County, Indiana",44061
9902,IN,18,157,"Tippecanoe County, Indiana",45932
9903,IN,18,159,"Tipton County, Indiana",51613
9904,IN,18,161,"Union County, Indiana",44277
9905,IN,18,163,"Vanderburgh County, Indiana",43046
9906,IN,18,165,"Vermillion County, Indiana",43600
9907,IN,18,167,"Vigo County, Indiana",40313
9908,IN,18,169,"Wabash County, Indiana",45649
9909,IN,18,171,"Warren County, Indiana",56042
9910,IN,18,173,"Warrick County, Indiana",62185
9911,IN,18,175,"Washington County, Indiana",41289
9912,IN,18,177,"Wayne County, Indiana",38494
9913,IN,18,179,"Wells County, Indiana",51101
9914,IN,18,181,"White County, Indiana",52154
9915,IN,18,183,"Whitley County, Indiana",54389
10655,KS,20,1,"Allen County, Kansas",38698
10656,KS,20,3,"Anderson County, Kansas",40696
10657,KS,20,5,"Atchison County, Kansas",43581
10658,KS,20,7,"Barber County, Kansas",51811
10659,KS,20,9,"Barton County, Kansas",44013
10660,KS,20,11,"Bourbon County, Kansas",38280
10661,KS,20,13,"Brown County, Kansas",43724
10662,KS,20,15,"Butler County, Kansas",58897
10663,KS,20,17,"Chase County, Kansas",38707
10664,KS,20,19,"Chautauqua County, Kansas",37993
10665,KS,20,21,"Cherokee County, Kansas",41388
10666,KS,20,23,"Cheyenne County, Kansas",44500
10667,KS,20,25,"Clark County, Kansas",42589
10668,KS,20,27,"Clay County, Kansas",52066
10669,KS,20,29,"Cloud County, Kansas",39282
10670,KS,20,31,"Coffey County, Kansas",57433
10671,KS,20,33,"Comanche County, Kansas",45288
10672,KS,20,35,"Cowley County, Kansas",43860
10673,KS,20,37,"Crawford County, Kansas",36534
10674,KS,20,39,"Decatur County, Kansas",40657
10675,KS,20,41,"Dickinson County, Kansas",49096
10676,KS,20,43,"Doniphan County, Kansas",47209
10677,KS,20,45,"Douglas County, Kansas",50939
10678,KS,20,47,"Edwards County, Kansas",47303
10679,KS,20,49,"Elk County, Kansas",36458
10680,KS,20,51,"Ellis County, Kansas",45579
10681,KS,20,53,"Ellsworth County, Kansas",47736
10682,KS,20,55,"Finney County, Kansas",49227
10683,KS,20,57,"Ford County, Kansas",50777
10684,KS,20,59,"Franklin County, Kansas",51081
10685,KS,20,61,"Geary County, Kansas",43992
10686,KS,20,63,"Gove County, Kansas",46364
10687,KS,20,65,"Graham County, Kansas",43826
10688,KS,20,67,"Grant County, Kansas",55432
10689,KS,20,69,"Gray County, Kansas",61000
10690,KS,20,71,"Greeley County, Kansas",47750
10691,KS,20,73,"Greenwood County, Kansas",38838
10692,KS,20,75,"Hamilton County, Kansas",45114
10693,KS,20,77,"Harper County, Kansas",43973
10694,KS,20,79,"Harvey County, Kansas",51327
10695,KS,20,81,"Haskell County, Kansas",56484
10696,KS,20,83,"Hodgeman County, Kansas",54856
10697,KS,20,85,"Jackson County, Kansas",54077
10698,KS,20,87,"Jefferson County, Kansas",57236
10699,KS,20,89,"Jewell County, Kansas",40553
10700,KS,20,91,"Johnson County, Kansas",76113
10701,KS,20,93,"Kearny County, Kansas",50506
10702,KS,20,95,"Kingman County, Kansas",50844
10703,KS,20,97,"Kiowa County, Kansas",43963
10704,KS,20,99,"Labette County, Kansas",41439
10705,KS,20,101,"Lane County, Kansas",56507
10706,KS,20,103,"Leavenworth County, Kansas",63726
10707,KS,20,105,"Lincoln County, Kansas",44276
10708,KS,20,107,"Linn County, Kansas",46964
10709,KS,20,109,"Logan County, Kansas",46875
10710,KS,20,111,"Lyon County, Kansas",40021
10711,KS,20,113,"McPherson County, Kansas",56128
10712,KS,20,115,"Marion County, Kansas",45927
10713,KS,20,117,"Marshall County, Kansas",45374
10714,KS,20,119,"Meade County, Kansas",52250
10715,KS,20,121,"Miami County, Kansas",60966
10716,KS,20,123,"Mitchell County, Kansas",48217
10717,KS,20,125,"Montgomery County, Kansas",41083
10718,KS,20,127,"Morris County, Kansas",47089
10719,KS,20,129,"Morton County, Kansas",46028
10720,KS,20,131,"Nemaha County, Kansas",48653
10721,KS,20,133,"Neosho County, Kansas",43195
10722,KS,20,135,"Ness County, Kansas",44904
10723,KS,20,137,"Norton County, Kansas",47852
10724,KS,20,139,"Osage County, Kansas",49915
10725,KS,20,141,"Osborne County, Kansas",40216
10726,KS,20,143,"Ottawa County, Kansas",52479
10727,KS,20,145,"Pawnee County, Kansas",43250
10728,KS,20,147,"Phillips County, Kansas",44170
10729,KS,20,149,"Pottawatomie County, Kansas",60216
10730,KS,20,151,"Pratt County, Kansas",49550
10731,KS,20,153,"Rawlins County, Kansas",41579
10732,KS,20,155,"Reno County, Kansas",45288
10733,KS,20,157,"Republic County, Kansas",40449
10734,KS,20,159,"Rice County, Kansas",48460
10735,KS,20,161,"Riley County, Kansas",44437
10736,KS,20,163,"Rooks County, Kansas",43558
10737,KS,20,165,"Rush County, Kansas",38854
10738,KS,20,167,"Russell County, Kansas",41102
10739,KS,20,169,"Saline County, Kansas",47801
10740,KS,20,171,"Scott County, Kansas",51850
10741,KS,20,173,"Sedgwick County, Kansas",50657
10742,KS,20,175,"Seward County, Kansas",47134
10743,KS,20,177,"Shawnee County, Kansas",50378
10744,KS,20,179,"Sheridan County, Kansas",49750
10745,KS,20,181,"Sherman County, Kansas",39029
10746,KS,20,183,"Smith County, Kansas",43848
10747,KS,20,185,"Stafford County, Kansas",47377
10748,KS,20,187,"Stanton County, Kansas",43780
10749,KS,20,189,"Stevens County, Kansas",55433
10750,KS,20,191,"Sumner County, Kansas",50141
10751,KS,20,193,"Thomas County, Kansas",48504
10752,KS,20,195,"Trego County, Kansas",54000
10753,KS,20,197,"Wabaunsee County, Kansas",54688
10754,KS,20,199,"Wallace County, Kansas",47279
10755,KS,20,201,"Washington County, Kansas",45159
10756,KS,20,203,"Wichita County, Kansas",57171
10757,KS,20,205,"Wilson County, Kansas",40306
10758,KS,20,207,"Woodson County, Kansas",35787
10759,KS,20,209,"Wyandotte County, Kansas",40113
11469,KY,21,1,"Adair County, Kentucky",33362
11470,KY,21,3,"Allen County, Kentucky",41326
11471,KY,21,5,"Anderson County, Kentucky",53974
11472,KY,21,7,"Ballard County, Kentucky",42244
11473,KY,21,9,"Barren County, Kentucky",38370
11474,KY,21,11,"Bath County, Kentucky",33483
11475,KY,21,13,"Bell County, Kentucky",22443
11476,KY,21,15,"Boone County, Kentucky",66730
11477,KY,21,17,"Bourbon County, Kentucky",45208
11478,KY,21,19,"Boyd County, Kentucky",42319
11479,KY,21,21,"Boyle County, Kentucky",39704
11480,KY,21,23,"Bracken County, Kentucky",36327
11481,KY,21,25,"Breathitt County, Kentucky",25817
11482,KY,21,27,"Breckinridge County, Kentucky",43479
11483,KY,21,29,"Bullitt County, Kentucky",55975
11484,KY,21,31,"Butler County, Kentucky",33536
11485,KY,21,33,"Caldwell County, Kentucky",42537
11486,KY,21,35,"Calloway County, Kentucky",37034
11487,KY,21,37,"Campbell County, Kentucky",54621
11488,KY,21,39,"Carlisle County, Kentucky",38829
11489,KY,21,41,"Carroll County, Kentucky",41439
11490,KY,21,43,"Carter County, Kentucky",36696
11491,KY,21,45,"Casey County, Kentucky",32341
11492,KY,21,47,"Christian County, Kentucky",39521
11493,KY,21,49,"Clark County, Kentucky",47959
11494,KY,21,51,"Clay County, Kentucky",21549
11495,KY,21,53,"Clinton County, Kentucky",28025
11496,KY,21,55,"Crittenden County, Kentucky",35316
11497,KY,21,57,"Cumberland County, Kentucky",32019
11498,KY,21,59,"Daviess County, Kentucky",45989
11499,KY,21,61,"Edmonson County, Kentucky",41710
11500,KY,21,63,"Elliott County, Kentucky",28224
11501,KY,21,65,"Estill County, Kentucky",29770
11502,KY,21,67,"Fayette County, Kentucky",49778
11503,KY,21,69,"Fleming County, Kentucky",35469
11504,KY,21,71,"Floyd County, Kentucky",30096
11505,KY,21,73,"Franklin County, Kentucky",47964
11506,KY,21,75,"Fulton County, Kentucky",28359
11507,KY,21,77,"Gallatin County, Kentucky",48370
11508,KY,21,79,"Garrard County, Kentucky",44243
11509,KY,21,81,"Grant County, Kentucky",44824
11510,KY,21,83,"Graves County, Kentucky",39530
11511,KY,21,85,"Grayson County, Kentucky",35030
11512,KY,21,87,"Green County, Kentucky",34982
11513,KY,21,89,"Greenup County, Kentucky",45370
11514,KY,21,91,"Hancock County, Kentucky",50476
11515,KY,21,93,"Hardin County, Kentucky",50765
11516,KY,21,95,"Harlan County, Kentucky",25814
11517,KY,21,97,"Harrison County, Kentucky",35681
11518,KY,21,99,"Hart County, Kentucky",34774
11519,KY,21,101,"Henderson County, Kentucky",41036
11520,KY,21,103,"Henry County, Kentucky",46495
11521,KY,21,105,"Hickman County, Kentucky",41218
11522,KY,21,107,"Hopkins County, Kentucky",42346
11523,KY,21,109,"Jackson County, Kentucky",29826
11524,KY,21,111,"Jefferson County, Kentucky",48695
11525,KY,21,113,"Jessamine County, Kentucky",50558
11526,KY,21,115,"Johnson County, Kentucky",35570
11527,KY,21,117,"Kenton County, Kentucky",54296
11528,KY,21,119,"Knott County, Kentucky",30411
11529,KY,21,121,"Knox County, Kentucky",26599
11530,KY,21,123,"Larue County, Kentucky",38578
11531,KY,21,125,"Laurel County, Kentucky",36020
11532,KY,21,127,"Lawrence County, Kentucky",35935
11533,KY,21,129,"Lee County, Kentucky",22698
11534,KY,21,131,"Leslie County, Kentucky",25872
11535,KY,21,133,"Letcher County, Kentucky",30333
11536,KY,21,135,"Lewis County, Kentucky",28630
11537,KY,21,137,"Lincoln County, Kentucky",37139
11538,KY,21,139,"Livingston County, Kentucky",42171
11539,KY,21,141,"Logan County, Kentucky",38570
11540,KY,21,143,"Lyon County, Kentucky",46931
11541,KY,21,145,"McCracken County, Kentucky",44067
11542,KY,21,147,"McCreary County, Kentucky",19328
11543,KY,21,149,"McLean County, Kentucky",40770
11544,KY,21,151,"Madison County, Kentucky",42390
11545,KY,21,153,"Magoffin County, Kentucky",28500
11546,KY,21,155,"Marion County, Kentucky",38826
11547,KY,21,157,"Marshall County, Kentucky",45212
11548,KY,21,159,"Martin County, Kentucky",25795
11549,KY,21,161,"Mason County, Kentucky",38824
11550,KY,21,163,"Meade County, Kentucky",49884
11551,KY,21,165,"Menifee County, Kentucky",31503
11552,KY,21,167,"Mercer County, Kentucky",42083
11553,KY,21,169,"Metcalfe County, Kentucky",32294
11554,KY,21,171,"Monroe County, Kentucky",31045
11555,KY,21,173,"Montgomery County, Kentucky",39275
11556,KY,21,175,"Morgan County, Kentucky",29707
11557,KY,21,177,"Muhlenberg County, Kentucky",38961
11558,KY,21,179,"Nelson County, Kentucky",49298
11559,KY,21,181,"Nicholas County, Kentucky",36097
11560,KY,21,183,"Ohio County, Kentucky",40189
11561,KY,21,185,"Oldham County, Kentucky",85452
11562,KY,21,187,"Owen County, Kentucky",41934
11563,KY,21,189,"Owsley County, Kentucky",20985
11564,KY,21,191,"Pendleton County, Kentucky",48353
11565,KY,21,193,"Perry County, Kentucky",32667
11566,KY,21,195,"Pike County, Kentucky",33183
11567,KY,21,197,"Powell County, Kentucky",29736
11568,KY,21,199,"Pulaski County, Kentucky",34790
11569,KY,21,201,"Robertson County, Kentucky",31741
11570,KY,21,203,"Rockcastle County, Kentucky",31555
11571,KY,21,205,"Rowan County, Kentucky",36860
11572,KY,21,207,"Russell County, Kentucky",30720
11573,KY,21,209,"Scott County, Kentucky",63027
11574,KY,21,211,"Shelby County, Kentucky",60324
11575,KY,21,213,"Simpson County, Kentucky",39679
11576,KY,21,215,"Spencer County, Kentucky",63000
11577,KY,21,217,"Taylor County, Kentucky",33340
11578,KY,21,219,"Todd County, Kentucky",40497
11579,KY,21,221,"Trigg County, Kentucky",44083
11580,KY,21,223,"Trimble County, Kentucky",47409
11581,KY,21,225,"Union County, Kentucky",40120
11582,KY,21,227,"Warren County, Kentucky",44911
11583,KY,21,229,"Washington County, Kentucky",40976
11584,KY,21,231,"Wayne County, Kentucky",28573
11585,KY,21,233,"Webster County, Kentucky",38917
